FragID	X	Y	CeMM	Highlight	MW	HBD	HBA	cLogP	Heteroatoms	Rings	Rot. Bonds	Aromatic Bonds	Acidic Groups	Basic Groups	Atomic Polarizability
O2139	53.33004	18.243137	0	0											
O2140	32.090263	26.081312	0	0											
O2141	-7.6788692	-12.438059	0	0											
O2142	24.566824	-16.063665	0	0											
O2143	23.629963	1.0339909	0	0											
O2144	37.882656	32.43918	0	0											
O2145	48.487442	19.988102	0	0											
O2146	20.812979	-17.191076	0	0											
O2147	30.820906	-1.6533908	0	0											
O2148	-1.1005338	-31.18888	0	0											
O2149	22.184523	30.290695	0	0											
O2150	40.92673	33.73785	0	0											
O2151	32.741657	-4.5848727	0	0											
O2152	39.177166	32.06496	0	0											
O2153	24.39183	10.57755	0	0											
O2154	39.410515	31.890028	0	0											
O2155	-1.8437095	51.736244	0	0											
O2156	-7.0955505	-11.179603	0	0											
O2157	7.7491426	51.8713	0	0											
O2158	-6.5613613	-13.663356	0	0											
O2159	40.091568	-22.799667	0	0											
O2160	-10.247623	-11.734437	0	0											
O2161	22.59375	-31.791725	0	0											
O2162	39.53273	32.140278	0	0											
O2163	39.422928	-26.991816	0	0											
O2164	39.30117	31.909893	0	0											
O2165	31.17931	-5.0697036	0	0											
O2166	25.478956	-8.141535	0	0											
O2167	-10.480219	-15.774804	0	0											
O2168	38.33698	31.720604	0	0											
O2169	31.88626	-4.94255	0	0											
O2170	49.511013	15.660812	0	0											
O2171	0.9734442	52.802853	0	0											
O2172	42.419052	18.00001	0	0											
O2173	39.069824	31.996353	0	0											
O2174	10.873522	-8.587848	0	0											
O2175	29.249033	13.889885	0	0											
O2176	-2.7333307	-28.446136	0	0											
O2177	44.74977	17.639378	0	0											
O2178	39.51717	25.556675	0	0											
O2179	31.537973	-23.605717	0	0											
O2180	38.561226	-24.160706	0	0											
O2181	-7.412066	-12.658071	0	0											
O2182	27.582184	23.35308	0	0											
O2183	29.722073	20.592138	0	0											
O2184	24.700285	23.554634	0	0											
O2185	41.13927	35.66298	0	0											
O2186	19.120285	-27.119366	0	0											
O2187	41.741722	32.88307	0	0											
O2188	20.691395	19.637869	0	0											
O2189	2.9795146	-7.532687	0	0											
O2190	38.336674	29.507902	0	0											
O2191	23.084677	20.5193	0	0											
O2192	37.17623	29.544027	0	0											
O2193	22.88599	21.521627	0	0											
O2194	-2.2679381	-15.990476	0	0											
O2195	-18.79376	-11.5016985	0	0											
O2196	7.7502537	48.833294	0	0											
O2197	-1.4860686	-10.639991	0	0											
O2198	48.943523	15.193462	0	0											
O2199	-12.300754	-9.820729	0	0											
O2200	12.720645	17.456156	0	0											
O2201	32.187824	-1.857552	0	0											
O2202	23.3059	22.263027	0	0											
O2203	-8.267741	49.706314	0	0											
O2204	37.27885	26.739614	0	0											
O2205	50.3879	15.131927	0	0											
O2206	-3.9494667	57.447495	0	0											
O2207	-1.4178128	59.478516	0	0											
O2208	28.309467	21.244844	0	0											
O2209	-8.966721	48.7032	0	0											
O2210	30.271585	22.341661	0	0											
O2211	-11.312071	53.186295	0	0											
O2212	-5.066295	49.070858	0	0											
O2213	27.618372	15.296333	0	0											
O2214	40.012054	-22.664116	0	0											
O2215	36.530396	22.51146	0	0											
O2216	-0.82168937	-8.731509	0	0											
O2217	30.457003	-6.1045413	0	0											
O2218	22.538277	24.01402	0	0											
O2219	3.9323242	-10.374079	0	0											
O2220	-8.328494	46.724274	0	0											
O2221	16.941267	-24.002512	0	0											
O2222	-4.138798	53.515434	0	0											
O2223	31.627407	23.944283	0	0											
O2224	37.268322	25.18785	0	0											
O2225	53.64839	21.878815	0	0											
O2226	3.6284494	-11.464783	0	0											
O2227	22.925936	23.086643	0	0											
O2228	18.345173	21.378618	0	0											
O2229	31.839375	26.200497	0	0											
O2230	31.991514	24.97029	0	0											
O2231	-17.212196	-10.790304	0	0											
O2232	2.6205733	51.399178	0	0											
O2233	-0.14539431	46.967995	0	0											
O2234	20.52517	-25.220018	0	0											
O2235	52.7325	26.77143	0	0											
O2236	-10.037209	-6.986719	0	0											
O2237	30.906662	-7.859892	0	0											
O2238	-7.4602714	-11.597419	0	0											
O2239	10.9894	23.259706	0	0											
O2240	44.217358	19.499369	0	0											
O2241	-9.254872	-14.401693	0	0											
O2242	33.067184	21.658525	0	0											
O2243	-0.30704346	-13.974896	0	0											
O2244	40.80051	33.61304	0	0											
O2245	10.9630785	-31.389156	0	0											
O2246	-7.2163243	-11.136967	0	0											
O2247	3.9421477	51.226894	0	0											
O2248	-7.270465	-13.962183	0	0											
O2249	33.767933	26.048014	0	0											
O2250	30.122843	31.324314	0	0											
O2251	50.80573	15.499591	0	0											
O2252	39.28287	31.849752	0	0											
O2253	33.87192	24.784466	0	0											
O2254	17.423952	23.635096	0	0											
O2255	43.34019	24.679455	0	0											
O2256	-2.513962	-15.983643	0	0											
O2257	-15.656734	-11.6993685	0	0											
O2258	27.887451	31.23735	0	0											
O2259	13.1184435	-30.822947	0	0											
O2260	35.819084	11.367519	0	0											
O2261	28.790476	30.90209	0	0											
O2262	29.931372	28.164505	0	0											
O2263	36.896736	28.947292	0	0											
O2264	41.62802	22.940186	0	0											
O2265	4.113383	-10.47793	0	0											
O2266	24.916151	24.287134	0	0											
O2267	22.719463	17.847582	0	0											
O2268	31.023561	7.375203	0	0											
O2269	-17.219736	-3.265023	0	0											
O2270	47.96517	28.2848	0	0											
O2271	33.29695	-22.31177	0	0											
O2272	36.81776	14.844437	0	0											
O2273	19.494513	-22.63177	0	0											
O2274	28.855675	17.002636	0	0											
O2275	36.12591	28.606432	0	0											
O2276	38.005733	29.145134	0	0											
O2277	37.35833	25.364094	0	0											
O2278	-20.46584	38.277	0	0											
O2279	31.161732	29.869812	0	0											
O2280	-17.113222	-10.204971	0	0											
O2281	-9.300942	-14.97175	0	0											
O2282	36.79282	27.086115	0	0											
O2283	27.468204	11.459202	0	0											
O2284	41.51534	22.849268	0	0											
O2285	28.9194	27.802116	0	0											
O2286	45.60193	21.774492	0	0											
O2287	28.095512	21.540955	0	0											
O2288	-5.269031	50.053123	0	0											
O2289	37.46323	27.101265	0	0											
O2290	30.100029	26.112383	0	0											
O2291	29.314068	-6.4862676	0	0											
O2292	46.77673	22.677687	0	0											
O2293	-9.366523	-12.566723	0	0											
O2294	19.722641	-22.548138	0	0											
O2295	10.939312	-16.90281	0	0											
O2296	20.237244	26.189808	0	0											
O2297	-6.8656793	49.723602	0	0											
O2298	11.852336	23.691582	0	0											
O2299	40.148643	33.398594	0	0											
O2300	19.794325	28.301645	0	0											
O2301	53.37047	22.910236	0	0											
O2302	8.387092	-9.587863	0	0											
O2303	-2.5595052	-15.406876	0	0											
O2304	41.402184	32.992558	0	0											
O2305	40.028355	33.57369	0	0											
O2306	31.616674	-8.269301	0	0											
O2307	22.126038	22.62537	0	0											
O2308	24.93261	24.266495	0	0											
O2309	23.725702	26.343958	0	0											
O2310	4.7255635	46.701126	0	0											
O2311	-4.9239244	47.65002	0	0											
O2312	38.516575	32.544807	0	0											
O2313	53.442772	23.015263	0	0											
O2314	16.819937	5.5058465	0	0											
O2315	21.20134	-16.483604	0	0											
O2316	-6.499766	49.39394	0	0											
O2317	40.15454	-23.177256	0	0											
O2318	36.58858	29.259544	0	0											
O2319	33.17251	-6.24863	0	0											
O2320	38.142155	31.12655	0	0											
O2321	37.290634	-23.439283	0	0											
O2322	6.1795535	-30.105375	0	0											
O2323	-2.4199877	-28.871716	0	0											
O2324	22.568972	25.863626	0	0											
O2325	23.355406	-2.3665705	0	0											
O2326	13.164726	-8.3962145	0	0											
O2327	37.20424	16.855816	0	0											
O2328	40.654663	-23.584175	0	0											
O2329	24.993681	-14.567566	0	0											
O2330	38.431343	31.559132	0	0											
O2331	24.908146	24.211876	0	0											
O2332	14.651031	-24.016521	0	0											
O2333	33.839775	25.960972	0	0											
O2334	37.93657	-14.82393	0	0											
O2335	13.186716	-8.73513	0	0											
O2336	22.685162	9.236286	0	0											
O2337	25.446894	6.776737	0	0											
O2338	36.97491	-14.07296	0	0											
O2339	43.407593	-24.622839	0	0											
O2340	38.30307	32.513863	0	0											
O2341	41.06124	32.10123	0	0											
O2342	30.609837	-4.9457874	0	0											
O2343	-8.770285	-13.854981	0	0											
O2344	49.604733	15.964067	0	0											
O2345	22.562977	-31.766077	0	0											
O2346	-3.1515248	-27.660044	0	0											
O2347	30.275301	23.800348	0	0											
O2348	48.665394	15.99864	0	0											
O2349	24.277836	22.121473	0	0											
O2350	30.71963	-2.0499523	0	0											
O2351	-19.412249	-12.778995	0	0											
O2352	38.745476	-11.920278	0	0											
O2353	-6.182621	-12.356449	0	0											
O2354	30.390463	22.34192	0	0											
O2355	-38.063736	60.212467	0	0											
O2356	-38.732418	52.055847	0	0											
O2357	8.8733	54.875183	0	0											
O2358	1.3879869	49.81301	0	0											
O2359	-11.332146	-14.94199	0	0											
O2360	14.870242	32.884186	0	0											
O2361	31.84098	-13.4991865	0	0											
O2362	-43.587486	15.254517	0	0											
O2363	42.42667	-22.332253	0	0											
O2364	26.985806	9.057807	0	0											
O2365	22.481642	-19.543627	0	0											
O2366	25.79014	31.93818	0	0											
O2367	6.287317	16.09471	0	0											
O2368	-2.6507845	-35.952724	0	0											
O2369	44.08256	20.678059	0	0											
O2370	10.628496	-29.59678	0	0											
O2371	33.339466	35.583366	0	0											
O2372	1.0045038	13.48582	0	0											
O2373	17.36403	-11.955762	0	0											
O2374	20.8676	27.119425	0	0											
O2375	-16.134005	-16.318933	0	0											
O2376	43.461243	20.628855	0	0											
O2377	0.8980733	58.606686	0	0											
O2378	25.643974	19.27091	0	0											
O2379	22.575344	29.678404	0	0											
O2380	-48.792572	-3.520046	0	0											
O2381	24.330948	27.18814	0	0											
O2382	8.977109	30.39554	0	0											
O2383	39.287453	12.971316	0	0											
O2384	-1.496197	-6.5469074	0	0											
O2385	-15.139841	-10.931488	0	0											
O2386	-9.882227	-12.350736	0	0											
O2387	-9.366322	-15.462634	0	0											
O2388	53.01535	22.655027	0	0											
O2389	-13.688023	65.00477	0	0											
O2390	-3.8716574	-11.20717	0	0											
O2391	-4.81081	-12.55758	0	0											
O2392	-0.42558393	-11.128373	0	0											
O2393	-5.5232162	50.930542	0	0											
O2394	39.94613	25.361992	0	0											
O2395	21.329754	22.710705	0	0											
O2396	-4.493048	-13.461225	0	0											
O2397	11.93693	26.450857	0	0											
O2398	30.177006	10.566286	0	0											
O2399	-16.179226	-3.0846295	0	0											
O2400	-8.503479	55.71557	0	0											
O2401	-7.7607903	53.90085	0	0											
O2402	-0.33208284	-11.17278	0	0											
O2403	0.7916457	-10.909801	0	0											
O2404	0.51583785	-5.6089616	0	0											
O2405	-1.6181103	-10.651939	0	0											
O2406	19.941885	27.968405	0	0											
O2407	39.07137	25.358051	0	0											
O2408	22.989965	20.750261	0	0											
O2409	20.66436	24.839546	0	0											
O2410	39.743	23.514881	0	0											
O2411	39.658062	23.552504	0	0											
O2412	30.257936	21.022673	0	0											
O2413	16.614628	-1.0006973	0	0											
O2414	34.86844	15.673472	0	0											
O2415	31.77916	26.236977	0	0											
O2416	-5.254995	-12.831092	0	0											
O2417	-4.7627325	-12.5683365	0	0											
O2418	29.191416	28.848177	0	0											
O2419	56.258938	21.758856	0	0											
O2420	53.61287	23.628534	0	0											
O2421	53.363052	24.672262	0	0											
O2422	17.383186	-0.17238615	0	0											
O2423	40.753815	25.84039	0	0											
O2424	-0.44190276	-28.26126	0	0											
O2425	29.175228	26.521996	0	0											
O2426	-3.0369136	57.24374	0	0											
O2427	34.760025	23.063662	0	0											
O2428	-6.035159	-12.141344	0	0											
O2429	22.899649	20.985193	0	0											
O2430	-39.86454	-10.136252	0	0											
O2431	8.191144	30.002497	0	0											
O2432	38.187775	12.193483	0	0											
O2433	23.947636	20.617403	0	0											
O2434	36.08493	16.160116	0	0											
O2435	-5.809466	-28.393232	0	0											
O2436	-8.360819	-12.460604	0	0											
O2437	-3.172681	-17.19421	0	0											
O2438	45.97192	15.845499	0	0											
O2439	32.32955	23.383795	0	0											
O2440	31.928385	12.442143	0	0											
O2441	36.523586	14.416066	0	0											
O2442	54.26252	24.538853	0	0											
O2443	30.287909	27.152916	0	0											
O2444	-4.12044	-8.977947	0	0											
O2445	-14.45269	-9.375927	0	0											
O2446	-10.421102	-7.511145	0	0											
O2447	-42.818146	-11.285041	0	0											
O2448	37.43878	32.51868	0	0											
O2449	31.68376	8.941051	0	0											
O2450	52.253704	27.225758	0	0											
O2451	34.63078	-6.33232	0	0											
O2452	52.390816	27.344242	0	0											
O2453	-14.97452	-9.046008	0	0											
O2454	33.08525	7.172404	0	0											
O2455	48.937508	28.84407	0	0											
O2456	-7.225186	53.208385	0	0											
O2457	52.832012	24.636906	0	0											
O2458	-12.230231	-11.266819	0	0											
O2459	43.39521	22.441374	0	0											
O2460	-2.962665	54.794	0	0											
O2461	-4.1697383	-11.556083	0	0											
O2462	-0.41006404	-8.088776	0	0											
O2463	33.03964	22.683697	0	0											
O2464	30.757675	8.936757	0	0											
O2465	44.45644	28.48556	0	0											
O2466	51.68758	15.559534	0	0											
O2467	48.37774	30.148746	0	0											
O2468	-3.1238513	57.206047	0	0											
O2469	36.502758	15.084192	0	0											
O2470	-1.5742906	-10.682302	0	0											
O2471	31.528528	28.326633	0	0											
O2472	16.34942	-8.416129	0	0											
O2473	36.780235	14.588477	0	0											
O2474	53.299774	21.669489	0	0											
O2475	36.471653	15.336774	0	0											
O2476	51.46092	26.22004	0	0											
O2477	-16.566383	61.382824	0	0											
O2478	43.39401	18.4032	0	0											
O2479	44.29926	22.55568	0	0											
O2480	-2.492567	-16.185238	0	0											
O2481	13.018787	17.702774	0	0											
O2482	6.984316	-22.53509	0	0											
O2483	31.513268	27.15756	0	0											
O2484	30.929056	32.985107	0	0											
O2485	-2.6074424	-16.333466	0	0											
O2486	51.692425	26.351665	0	0											
O2487	-15.336529	-2.7846036	0	0											
O2488	46.94996	24.379627	0	0											
O2489	32.50885	27.746906	0	0											
O2490	37.724995	-18.715315	0	0											
O2491	50.01695	12.965018	0	0											
O2492	23.854609	20.201328	0	0											
O2493	-16.168427	-2.1954603	0	0											
O2494	-3.028576	44.789806	0	0											
O2495	-1.1617293	-10.755734	0	0											
O2496	-2.2981336	-15.971649	0	0											
O2497	31.273382	28.297539	0	0											
O2498	16.51599	-0.9218882	0	0											
O2499	31.26022	28.469366	0	0											
O2500	0.43233883	-5.513008	0	0											
O2501	2.7844584	-4.9327836	0	0											
O2502	23.98276	26.567295	0	0											
O2503	-2.7420328	-11.789425	0	0											
O2504	-49.917023	-6.512875	0	0											
O2505	2.2151613	-4.886932	0	0											
O2506	49.30095	13.653804	0	0											
O2507	0.99687564	-11.022318	0	0											
O2508	28.732141	10.167729	0	0											
O2509	38.069088	29.281216	0	0											
O2510	12.632914	-32.4223	0	0											
O2511	-12.075547	56.699574	0	0											
O2512	6.739298	-22.70093	0	0											
O2513	1.5502863	-7.8280044	0	0											
O2514	22.947695	-10.074115	0	0											
O2515	37.15423	26.786596	0	0											
O2516	19.773344	-21.595009	0	0											
O2517	52.685825	20.885061	0	0											
O2518	-47.21464	-8.167047	0	0											
O2519	18.621515	28.88271	0	0											
O2520	49.42615	16.136526	0	0											
O2521	28.63304	-21.97376	0	0											
O2522	44.30622	22.899683	0	0											
O2523	-6.675166	49.57461	0	0											
O2524	52.68247	26.5187	0	0											
O2525	14.674139	22.089762	0	0											
O2526	52.89072	26.381453	0	0											
O2527	32.884315	7.474125	0	0											
O2528	-4.0717607	-14.136438	0	0											
O2529	28.9928	29.15905	0	0											
O2530	38.266106	31.390093	0	0											
O2531	13.7361965	-30.872526	0	0											
O2532	38.55541	30.940538	0	0											
O2533	35.77762	16.424526	0	0											
O2534	-4.319284	-12.291798	0	0											
O2535	18.924862	-25.967669	0	0											
O2536	12.9959955	17.628357	0	0											
O2537	-8.9333725	56.01393	0	0											
O2538	-4.509192	-8.90777	0	0											
O2539	-4.0638313	-10.308442	0	0											
O2540	-7.67509	46.572903	0	0											
O2541	-7.6089516	-31.834736	0	0											
O2542	52.525566	26.194275	0	0											
O2543	43.746872	28.867289	0	0											
O2544	41.21388	17.457043	0	0											
O2545	-4.6588025	-10.648209	0	0											
O2546	-9.1609335	-14.249847	0	0											
O2547	12.665997	-32.525387	0	0											
O2548	-40.349983	-7.9670663	0	0											
O2549	12.651601	-32.459038	0	0											
O2550	17.274157	24.064373	0	0											
O2551	-4.6528306	-13.3854475	0	0											
O2552	-3.02555	44.597157	0	0											
O2553	8.959169	30.381813	0	0											
O2554	37.146805	-17.127361	0	0											
O2555	-2.9534752	44.832348	0	0											
O2556	31.869184	8.819677	0	0											
O2557	35.71314	14.890732	0	0											
O2558	43.053333	25.700125	0	0											
O2559	42.03304	20.909807	0	0											
O2560	31.211517	32.49538	0	0											
O2561	25.508	23.307339	0	0											
O2562	54.829384	27.898893	0	0											
O2563	48.64796	29.065895	0	0											
O2564	27.281862	-23.579657	0	0											
O2565	52.647564	26.56132	0	0											
O2566	-41.603848	-7.484321	0	0											
O2567	20.299143	25.150883	0	0											
O2568	11.564185	-33.011856	0	0											
O2569	-16.097294	-16.288332	0	0											
O2570	-4.424458	-12.254118	0	0											
O2571	-2.9233594	-11.624006	0	0											
O2572	43.611225	21.742886	0	0											
O2573	48.580276	28.929686	0	0											
O2574	2.2518039	-27.044773	0	0											
O2575	53.43696	23.69777	0	0											
O2576	48.983124	28.570536	0	0											
O2577	-12.406512	56.937485	0	0											
O2578	20.678553	-27.139458	0	0											
O2579	53.394413	26.724806	0	0											
O2580	-7.2131414	-14.754822	0	0											
O2581	16.91111	-30.323536	0	0											
O2582	44.06487	25.21839	0	0											
O2583	32.201294	7.6675878	0	0											
O2584	12.614137	-32.408215	0	0											
O2585	18.079226	-29.682827	0	0											
O2586	12.679117	-32.370876	0	0											
O2587	14.866356	-34.269512	0	0											
O2588	-7.465136	-14.182951	0	0											
O2589	-3.4907782	-30.15273	0	0											
O2590	47.29052	19.921507	0	0											
O2591	-1.8603855	-10.419105	0	0											
O2592	43.512493	21.580935	0	0											
O2593	49.292866	18.668922	0	0											
O2594	26.431217	13.338569	0	0											
O2595	46.770466	20.183353	0	0											
O2596	47.491444	19.58903	0	0											
O2597	18.734077	-24.72237	0	0											
O2598	37.964764	31.51032	0	0											
O2599	2.6002545	-26.102121	0	0											
O2600	52.227966	26.507479	0	0											
O2601	6.9707155	-22.447184	0	0											
O2602	-3.4502873	-33.653667	0	0											
O2603	19.33486	-27.059633	0	0											
O2604	26.705166	-14.8206005	0	0											
O2605	46.472626	17.335922	0	0											
O2606	37.59269	27.222586	0	0											
O2607	20.61754	-17.152534	0	0											
O2608	10.487053	24.336874	0	0											
O2609	21.701698	-14.773152	0	0											
O2610	-3.330284	-10.840256	0	0											
O2611	46.583412	17.191952	0	0											
O2612	26.75258	-14.742216	0	0											
O2613	-1.4698378	-27.098839	0	0											
O2614	3.033022	-26.955593	0	0											
O2615	-9.737646	-14.270772	0	0											
O2616	3.0920413	-27.007	0	0											
O2617	43.89836	25.03344	0	0											
O2618	48.107327	19.387817	0	0											
O2619	31.542803	19.209518	0	0											
O2620	5.4543753	-30.948318	0	0											
O2621	21.322678	2.8273835	0	0											
O2622	29.940441	31.981615	0	0											
O2623	17.7426	32.091686	0	0											
O2624	31.079	31.708391	0	0											
O2625	3.5420241	-28.421644	0	0											
O2626	21.455847	19.462692	0	0											
O2627	19.163492	-26.990435	0	0											
O2628	4.2739735	-28.790691	0	0											
O2629	18.18646	28.712425	0	0											
O2630	-3.9825618	-11.76904	0	0											
O2631	2.2444608	-4.8392186	0	0											
O2632	14.480164	-24.574717	0	0											
O2633	42.6433	26.019785	0	0											
O2634	39.31556	-21.727942	0	0											
O2635	19.449045	-28.120733	0	0											
O2636	39.659164	-21.208427	0	0											
O2637	-4.3262715	-26.250278	0	0											
O2638	12.818336	-33.62324	0	0											
O2639	43.44662	24.770205	0	0											
O2640	51.932262	26.74682	0	0											
O2641	8.271376	30.220137	0	0											
O2642	39.66821	-12.586625	0	0											
O2643	29.336508	-3.6513064	0	0											
O2644	18.993607	-14.110116	0	0											
O2645	29.908098	28.551205	0	0											
O2646	39.554024	-21.299126	0	0											
O2647	42.86064	16.553255	0	0											
O2648	20.43124	-25.359562	0	0											
O2649	47.751175	19.464205	0	0											
O2650	8.905464	30.618908	0	0											
O2651	40.267704	-23.687683	0	0											
O2652	0.86972463	-4.4162445	0	0											
O2653	48.736847	28.536568	0	0											
O2654	20.310303	-15.884857	0	0											
O2655	38.338013	-26.22612	0	0											
O2656	38.342533	29.670683	0	0											
O2657	-9.492502	-14.445572	0	0											
O2658	43.217052	24.710682	0	0											
O2659	42.14031	33.288948	0	0											
O2660	43.374393	24.850428	0	0											
O2661	48.055176	28.855896	0	0											
O2662	17.625505	22.633345	0	0											
O2663	18.753744	-27.261776	0	0											
O2664	41.181313	31.909222	0	0											
O2665	15.112856	25.210665	0	0											
O2666	47.12013	19.363047	0	0											
O2667	1.9506898	-26.879858	0	0											
O2668	-48.117188	-6.652609	0	0											
O2669	24.779543	-14.769534	0	0											
O2670	-14.328623	-6.3700128	0	0											
O2671	42.252487	-18.912664	0	0											
O2672	2.0713663	-26.968958	0	0											
O2673	43.447258	22.700203	0	0											
O2674	-49.78805	-5.7723227	0	0											
O2675	43.338108	24.605333	0	0											
O2676	7.8494205	-6.5681033	0	0											
O2677	45.177135	21.678635	0	0											
O2678	9.497906	31.177588	0	0											
O2679	18.65711	-24.63758	0	0											
O2680	52.173126	22.14015	0	0											
O2681	-7.252729	-11.123638	0	0											
O2682	-9.265445	-14.261057	0	0											
O2683	32.240482	10.52166	0	0											
O2684	23.611164	-11.339262	0	0											
O2685	39.224457	-21.914482	0	0											
O2686	-7.2753773	-11.227191	0	0											
O2687	12.770733	7.494357	0	0											
O2688	-2.6306043	-24.170435	0	0											
O2689	-40.37395	-9.966711	0	0											
O2690	-10.048454	-17.199926	0	0											
O2691	-7.1042695	-16.278538	0	0											
O2692	36.395126	-19.264814	0	0											
O2693	22.629793	-13.908769	0	0											
O2694	-7.7786922	-10.219006	0	0											
O2695	50.61213	18.703966	0	0											
O2696	-34.613636	14.725909	0	0											
O2697	22.121351	-18.1412	0	0											
O2698	34.450996	10.01444	0	0											
O2699	43.36588	24.724705	0	0											
O2700	-48.014877	-6.859603	0	0											
O2701	-10.167987	-13.894605	0	0											
O2702	17.916899	29.764835	0	0											
O2703	12.880759	-32.75543	0	0											
O2704	-6.3665795	46.53168	0	0											
O2705	5.377939	-25.883366	0	0											
O2706	39.35762	-19.41909	0	0											
O2707	-4.8327875	-10.070213	0	0											
O2708	37.75624	-14.955773	0	0											
O2709	23.837162	11.614731	0	0											
O2710	48.586964	22.603113	0	0											
O2711	-3.989097	-37.184067	0	0											
O2712	12.822726	-33.38537	0	0											
O2713	0.64562327	-7.9531693	0	0											
O2714	15.757536	-27.769249	0	0											
O2715	15.413768	26.609241	0	0											
O2716	35.312428	-22.187534	0	0											
O2717	-3.5243049	-33.640778	0	0											
O2718	48.847088	28.69142	0	0											
O2719	-9.658468	-12.008032	0	0											
O2720	-5.046258	-12.595589	0	0											
O2721	47.049946	19.815884	0	0											
O2722	-4.4500823	-9.1427555	0	0											
O2723	37.611286	-14.988111	0	0											
O2724	12.609901	-32.458622	0	0											
O2725	35.98346	-16.018148	0	0											
O2726	49.95107	28.33363	0	0											
O2727	12.178046	-33.757618	0	0											
O2728	-13.427872	16.828207	0	0											
O2729	-10.500307	55.137142	0	0											
O2730	27.285795	-23.52015	0	0											
O2731	33.06243	-4.678207	0	0											
O2732	52.281853	22.315351	0	0											
O2733	23.290089	-11.570799	0	0											
O2734	17.081507	24.230818	0	0											
O2735	40.04903	29.944075	0	0											
O2736	37.22414	-17.082613	0	0											
O2737	3.4485881	-28.711752	0	0											
O2738	16.364817	-28.617718	0	0											
O2739	-8.723729	48.15448	0	0											
O2740	2.8906405	-26.958128	0	0											
O2741	50.47365	28.58329	0	0											
O2742	15.095693	-0.8331194	0	0											
O2743	48.601955	28.916409	0	0											
O2744	45.55407	20.413116	0	0											
O2745	-0.6052081	-28.32084	0	0											
O2746	28.084305	-23.49135	0	0											
O2747	30.006075	4.0548143	0	0											
O2748	4.906558	-29.309248	0	0											
O2749	-9.541932	-16.925283	0	0											
O2750	44.48579	21.899143	0	0											
O2751	13.056625	-31.767817	0	0											
O2752	40.763214	-25.221209	0	0											
O2753	12.449879	-3.5226462	0	0											
O2754	35.22064	-14.150594	0	0											
O2755	38.15481	-15.469652	0	0											
O2756	-4.343727	-9.110212	0	0											
O2757	16.828669	18.040783	0	0											
O2758	23.769209	-11.23356	0	0											
O2759	43.641678	24.980486	0	0											
O2760	40.20214	-16.791864	0	0											
O2761	5.091407	-28.373425	0	0											
O2762	37.930523	-19.547892	0	0											
O2763	37.509476	25.437477	0	0											
O2764	-37.359974	-12.10561	0	0											
O2765	37.38447	32.590847	0	0											
O2766	22.606396	-13.866791	0	0											
O2767	38.094814	-21.494812	0	0											
O2768	46.511837	24.633991	0	0											
O2769	0.45315516	-5.6563354	0	0											
O2770	18.803352	13.559561	0	0											
O2771	18.680717	30.328413	0	0											
O2772	7.9638186	-26.511833	0	0											
O2773	4.8420234	-29.126316	0	0											
O2774	18.648561	-24.56703	0	0											
O2775	-1.9723052	-36.620403	0	0											
O2776	45.67742	20.447832	0	0											
O2777	48.61403	28.896137	0	0											
O2778	47.987465	27.59566	0	0											
O2779	48.366657	28.137562	0	0											
O2780	45.57898	20.617064	0	0											
O2781	45.453987	22.165716	0	0											
O2782	12.436929	-32.24162	0	0											
O2783	19.479513	-26.937572	0	0											
O2784	36.686684	14.891423	0	0											
O2785	13.965401	-36.713707	0	0											
O2786	-37.015266	8.428763	0	0											
O2787	48.22348	28.148664	0	0											
O2788	15.561853	26.744217	0	0											
O2789	23.271929	-11.608557	0	0											
O2790	27.965672	-5.1809454	0	0											
O2791	19.184046	-14.169303	0	0											
O2792	48.509235	28.915762	0	0											
O2793	48.428093	28.434698	0	0											
O2794	30.430103	32.808918	0	0											
O2795	-1.8045983	-2.4526808	0	0											
O2796	41.363106	18.363726	0	0											
O2797	11.758336	23.44003	0	0											
O2798	38.41762	-15.200602	0	0											
O2799	-4.3707414	-36.29674	0	0											
O2800	-11.415283	55.294437	0	0											
O2801	32.459335	32.737156	0	0											
O2802	27.614784	-23.95588	0	0											
O2803	27.59296	-23.917402	0	0											
O2804	26.681103	-20.045242	0	0											
O2805	18.414915	-16.411474	0	0											
O2806	40.702286	-26.800207	0	0											
O2807	51.96237	26.759916	0	0											
O2808	-37.271458	0.7464979	0	0											
O2809	-16.100124	-16.297739	0	0											
O2810	39.891872	-23.37504	0	0											
O2811	21.864357	-15.067321	0	0											
O2812	-6.480248	-13.0493555	0	0											
O2813	41.30317	25.76796	0	0											
O2814	20.155457	-15.576702	0	0											
O2815	29.96541	14.185889	0	0											
O2816	29.848654	31.91375	0	0											
O2817	13.444253	22.990988	0	0											
O2818	27.690046	12.227597	0	0											
O2819	-2.5851462	-9.70935	0	0											
O2820	24.759195	23.7413	0	0											
O2821	35.70125	-22.822319	0	0											
O2822	48.200676	30.110456	0	0											
O2823	-39.093662	6.6059175	0	0											
O2824	-3.5479875	-30.248594	0	0											
O2825	26.451475	2.7678647	0	0											
O2826	-10.435937	-7.5325613	0	0											
O2827	49.33241	28.208893	0	0											
O2828	49.207733	28.158909	0	0											
O2829	19.331434	3.9250526	0	0											
O2830	-49.22949	-6.6691055	0	0											
O2831	2.3492684	-4.8375735	0	0											
O2832	49.51924	28.305738	0	0											
O2833	27.120333	28.373775	0	0											
O2834	-1.1614798	-37.25488	0	0											
O2835	-10.085298	-15.228308	0	0											
