gene_name,importance,proj_x,proj_y,sign_0,sign_1,sign_2,sign_3,sign_4,sign_5,sign_6,sign_7,sign_8,sign_9
ALDH6A1,752.2931576160818,-9.9030905,-12.139379,0.0,0.0,75.78060645606723,0.0,518.5106627383922,158.0018884216223,0.0,0.0,0.0,0.0
ALDH7A1,64.41522940002267,2.2312865,7.269547,0.0,0.0,0.0,20.56982520944522,11.438019835214098,0.0,9.954579078431292,0.0,22.38442467755002,0.0683805993820371
ALG11,1624.7319733935014,17.716898,-7.4112296,1523.284212068978,8.1558878410861,0.0,0.0,0.0,0.0,93.29187348343724,0.0,0.0,0.0
ALG12,1668.2982643307744,14.331415,-8.763043,983.5376329027904,0.0,71.7521071491237,1.5780385945028657,0.0,0.0,0.0,0.0,174.55510856443814,436.87537711991945
ALG5,354.5708129210973,9.10291,-1.4885588,202.51487034215552,0.0,0.0,0.0,0.0,0.0,78.77126902776766,0.0,29.129931891413623,44.15474165976052
AMFR,515.1784608134078,3.7859151,-6.309314,0.0,0.0,43.16902073873083,0.0,0.0,80.54023366902041,141.17730169427142,0.0,71.41727520942364,178.87462950196155
AMOT,535.0127198088313,-8.640526,3.486375,0.0,31.21590829261145,58.73782872042928,114.63605843116896,71.58574917158543,21.586670380895917,3.4969132498741,209.88696071558687,23.8666308466793,0.0
ANAPC16,318.56495752541196,-6.0386496,11.785026,0.0,0.0,0.0,220.9381389199769,0.0,0.0,7.977954975648974,15.28409944098341,74.36476418880267,0.0
ANAPC2,666.8354511028298,10.014548,7.986923,35.830113303426046,131.7812055048603,203.0108701336384,11.299301872335311,0.0,0.0,238.96278533758036,0.0,0.0,45.95117495098935
ANAPC7,285.84083284344956,7.775243,-1.0303419,135.99427314546202,0.0,0.0,56.12254735525767,0.0,0.0,0.0,47.86948692712688,45.854525415603014,0.0
ANO10,1640.2339646414528,14.452746,2.7114143,264.31748704460057,67.7816761295964,0.0,0.0,0.0,0.0,1169.8964447698313,0.0,28.62816603043868,109.6101906669857
ANO6,2247.569725636456,14.511327,2.587006,510.2865718918632,14.304013719007012,227.99464566549895,0.0,0.0,0.0,1173.935532248536,75.18011471130336,24.935746934618457,220.933100465629
ANXA1,1641.1239517202437,1.01093,-1.0526049,0.0,257.6001681718189,345.8249191871805,141.71535485136474,0.0,0.0,39.83767837356522,170.8592809118249,685.2865502244894,0.0
AP3D1,389.888069005792,-6.2606254,8.516797,120.1756728146293,0.0,19.832494538589128,160.4602263985382,0.0,0.0,0.0,89.4196752540354,0.0,0.0
AP3M1,809.928322347434,-11.606184,13.955261,0.0,0.0,0.0,517.3028702588755,0.0,10.901549725028095,0.0,281.7239023635304,0.0,0.0
APC,366.93435747320547,5.174539,5.5910735,0.0,92.82792768536704,24.602679249271898,6.155016892773496,0.0,34.97905642377978,19.01049295214773,59.800563337863856,24.821067797228405,104.73755313477332
APLP2,2392.347049231115,20.080843,13.545163,66.65351842114437,0.0,1908.5359828924445,0.0,0.0,0.0,0.0,53.902108767901915,275.040375539282,88.21506361034257
APMAP,106.1469522874488,5.458964,10.432954,0.0,0.0,97.80334859898376,0.0,0.0,0.0,0.0,0.0,0.0,8.343603688465041
APOOL,5883.385927855479,-2.7908945,-20.158611,969.5962780974988,0.0,0.0,0.0,1395.0695216522297,0.0,1969.8563285249263,0.0,0.0,1548.8637995808242
ARF4,231.79951526145751,-5.551409,9.180654,0.0,16.378952110181157,0.0,164.47032762042235,3.80629492829396,0.0,0.0,47.14394060256003,0.0,0.0
ARF5,245.8445104112327,-6.6462684,6.479847,0.0,0.0,0.0,116.31913786474212,0.0,0.0,0.0,107.31740389886777,22.20796864762283,0.0
ARFIP1,1003.0872546067656,-5.1982975,13.918666,357.0590373935265,0.0,204.89647327426823,338.9152607820806,0.0,0.0,0.0,5.902147665373291,96.314335491517,0.0
ARFIP2,934.4010292955472,6.082014,-8.35953,176.75851223884044,0.0,175.5434972191169,134.21957210937202,0.0,24.612437438642115,44.0849956650041,0.0,88.1542213906285,291.02779323394316
ARHGAP17,115.70971688580056,-2.725032,9.2817335,0.0,0.0,4.905791793855806,110.80392509194476,0.0,0.0,0.0,0.0,0.0,0.0
ARL1,589.9886067062421,3.083052,-7.402573,81.39371137079044,0.0,0.0,102.24955028463992,0.0,0.0,128.83683101628037,59.28961497210055,0.0,218.2188990624308
ARL6IP5,1144.1002754520248,16.359592,-6.7634635,1100.4983693749396,8.034662607207906,0.0,0.0,0.0,0.0,35.56724346987742,0.0,0.0,0.0
ARL6IP6,573.8387442375004,4.213985,-13.29728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.8387442375004
ARMC10,1584.7501353832313,0.6859747,-15.453321,227.3058068744591,0.0,0.0,0.0,505.14371500384885,0.0,0.0,0.0,0.0,852.3006135049234
ARSA,1128.965328685586,15.49408,13.442946,199.5629582653522,0.0,832.4666118497039,0.0,0.0,0.0,32.83623778254857,64.09952078798133,0.0,0.0
ARV1,1936.736772192859,7.754102,-13.451258,181.02972583065184,0.0,123.45902790700788,0.0,0.0,0.0,604.642234808387,0.0,216.65630503980825,810.9494786070042
ASNA1,3583.4499991418948,15.965143,-3.4548275,1211.7276733197602,94.61469097115366,102.12097021370757,0.0,179.0019583485787,0.0,833.6754809562233,433.76345556002457,364.8043687066551,363.7414010657919
ASNS,122.42983649907023,-2.5418334,8.908856,0.0,0.0,0.0,94.70016876814424,1.434558711158802,0.0,0.0,16.390404266127334,9.663216235719045,0.2414885179208228
ATAD3B,2684.1353251003043,-11.061759,-17.852291,395.0694314224594,0.0,174.6223177844863,5.653173620981858,1234.449156331308,0.0,249.22889797258935,0.0,0.0,625.1123479684792
ATG4B,687.9899820964608,-11.395725,13.760615,0.0,0.0,0.0,435.9461996173962,0.0,0.0,0.0,252.0437824790647,0.0,0.0
ATG9A,1865.9652971781356,-0.017520176,-12.986283,178.721762183965,0.0,578.4063015555022,0.0,413.3953884008161,0.0,75.66686250618082,64.18245923210887,0.0,555.5925232995628
ATP13A2,1187.2379957542175,13.365667,9.7335,0.0,70.09842459838087,505.4664510516076,130.25282977908668,41.37169083770192,0.0,440.0485994874403,0.0,0.0,0.0
ATP1A1,4684.569516744943,17.701006,-0.13730101,1527.722398039852,0.0,0.0,0.0,264.89364478765566,0.0,2373.5679630792692,210.70324696208831,0.0,307.68226387607666
ATP2B1,2398.1379619893514,15.582501,2.4570568,329.0614111114862,0.0,0.0,0.0,0.0,38.37845085053862,1753.4954328896622,99.00540304842607,178.19726408923827,0.0
ATP2B4,1733.8216108203248,13.35387,4.2627296,152.9290328948801,0.0,0.0,277.2694490369695,79.46707682792653,0.0,758.9343834577686,304.9525346364983,160.26913396628166,0.0
ATP2C1,2746.469913151555,11.149112,-11.5926895,765.8370258086144,24.73513614409152,167.9590920627209,0.0,373.2979973352765,0.0,633.618865832871,93.99110295038798,0.0,687.0306930175925
ATP5A1,800.4883253181524,-9.122372,-10.350645,0.0,0.0,27.451018647041863,0.0,449.5558744036583,8.362196391647931,71.5673041096279,64.25871095401757,179.29322081215875,0.0
ATP5B,2868.463008237395,-11.032103,-18.95302,0.0,61.92336722367807,0.0,0.0,1458.8749557490933,5.267969031683344,609.2190614130288,108.73452570160865,98.84195005028576,525.6011790680168
ATP5C1,874.449413049804,-10.622652,-13.979739,0.0,47.57452742167985,20.185787119731938,0.0,700.7813090058982,0.0,0.0,105.90778950249396,0.0,0.0
ATP5I,2941.3400110510665,-0.83647984,-17.933306,14.816907391868552,0.0,0.0,0.0,1224.0678999025963,1.345053508431631,506.32438281726695,0.0,0.0,1194.7857674309032
ATP6AP1,4022.295875678627,22.55877,13.086017,1382.0396139635382,0.0,2255.0053567027076,0.0,159.73230741371012,0.0,225.51859759867116,0.0,0.0,0.0
ATP6AP2,1808.975071515938,4.683174,-3.751314,17.99058263691921,56.88357364329097,511.7941554000355,0.0,11.89967766421437,0.0,368.5496993161237,65.18781049438223,420.3628898059937,356.30668255497807
ATP6V1E1,617.1671555894908,-6.087503,-8.161863,125.06416094686313,25.7408842418437,59.52669058163625,0.0,253.71197169135388,0.0,0.0,25.48522350944996,73.38305490752585,54.25516971081795
ATP7A,766.5105505671559,10.340086,13.167904,0.0,0.0,325.10678772964724,104.65171847256622,39.62986070175665,0.0,112.8360430849522,19.945539563004942,59.469419512703226,104.87118150252545
ATP7B,3097.8075219336374,17.00323,3.163185,0.0,0.7170624124528383,584.1971040876244,38.84136871058499,139.43093295466528,0.0,1621.59479289696,0.0,0.0,713.0262608713498
ATXN10,142.64033802950837,-3.4464362,8.134307,0.0,0.0,0.0,92.21495502237684,0.0,0.0,2.0378472215628696,45.3762405984366,0.0,3.011295187132078
B3GALT6,1431.909213749846,12.464121,-1.3890908,452.2571654382408,0.0,146.682751078619,0.0,152.1217446357516,43.9868179201625,339.95867172801627,38.87530817473129,0.0,258.0267547743248
B4GALT3,723.5190699064069,5.156222,-7.4932456,28.62560757803709,0.0,297.91313124080597,0.0,0.0,0.0,0.0,0.0,175.01108309229858,221.9692479952653
BAG4,1421.9938824448118,-21.683586,6.10403,0.0,282.6513524328879,0.0,0.0,0.0,995.4469860591288,0.0,0.0,143.8955439527951,0.0
BAG5,223.4746088246321,-5.438861,-4.2643156,0.0,0.0,0.0,82.33945004710674,113.52163231458938,0.0,0.0,27.61352646293597,0.0,0.0
BCAP29,713.3598561523761,7.780823,-8.303762,333.17641619651874,0.0,0.0,0.0,0.0,0.0,0.0,32.14770733147845,0.0,348.03573262437885
BCAP31,5115.817963525906,19.93736,-6.0882974,2219.19981669778,0.0,167.3997458470771,0.0,999.1333205343666,0.0,846.2439483714036,191.37647259562235,421.3654325760566,271.0992269035996
BCAS2,925.0071539616762,-3.8005195,0.17244737,0.0,614.6888416078023,0.0,32.230135393200015,174.77729740597732,0.0,0.0,3.3457996375693817,99.96507991712716,0.0
BCKDK,798.051907071837,-8.999032,-11.454197,59.146938357683744,10.603461787414686,0.0,0.0,533.8336070128838,0.0,0.0,0.0,91.2459274205974,103.22197249325744
BICD2,703.848996560075,-8.050008,-4.4039702,0.0,43.53396541427851,10.0696811402729,137.79107923262683,197.96118409404195,162.91331174530856,0.0,89.11108200041596,0.0,62.468692933130235
BRAT1,46.49169288393549,0.84564626,8.479631,1.4230098256190944,0.0,0.0,45.068683058316395,0.0,0.0,0.0,0.0,0.0,0.0
BUB1,133.77388028843066,-0.706835,6.9176817,0.0,0.0,0.0,9.993075695506622,0.0,95.90766239355224,0.0,0.0,25.74112427097055,2.1320179284012326
BUB1B,555.6479344264189,-8.165024,14.670613,0.0,0.0,0.0,452.941879314056,0.0,0.0,0.0,9.7446652449141,92.96138986744891,0.0
C12orf43,234.43875428525857,-4.644558,-5.33947,66.14969254582398,0.0,0.0,0.0,127.28181393922674,0.0,0.0,0.0,0.0,41.00724780020782
C14orf2,1309.439307916711,4.6398168,-17.265182,0.0,26.258070457205505,0.0,0.0,96.82595176062642,0.0,0.0,0.0,0.0,1186.355285698879
C1QBP,2048.776292465734,-14.425341,-11.551851,0.0,301.3140817181289,543.3714597852015,0.0,470.1222400758661,666.5139517574115,0.0,0.0,67.45455912912605,0.0
C3orf58,754.3949925763482,14.565277,13.989972,0.0,0.0,696.6770576266936,57.71793494965465,0.0,0.0,0.0,0.0,0.0,0.0
CACYBP,521.5228079375889,1.2192899,1.9628202,0.0,0.0,0.0,70.83961668181279,113.15307523954348,0.0,74.92783003792434,50.90027896605818,174.96759701657436,36.7344099956758
CADM1,948.1080563380796,12.853353,11.473291,0.0,0.0,500.0975228432006,63.189314995640906,186.55279112005468,0.0,198.26842737918344,0.0,0.0,0.0
CALCOCO2,643.5115839954567,14.083433,13.760872,0.0,0.0,643.5115839954567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK1,61.07544423875711,3.3950424,9.285902,0.0,47.76407828979636,0.0,0.0,0.0,0.0,0.0,13.153322119779466,0.1580438291812817,0.0
CAMK2G,1157.465026714733,3.1196268,-0.7565915,388.083085076992,0.0,97.23378084702472,113.97223388612342,0.0,0.0,53.10328154491057,0.0,505.0726453596823,0.0
CAMLG,1781.659795717227,17.709713,-7.363561,1476.28861653787,67.18892085141181,0.0,0.0,62.53823242694037,0.0,90.3894143057088,85.25461159529637,0.0,0.0
CANT1,2526.477192794146,19.194653,-8.055477,1137.6389590296803,203.18484057518745,684.1180910699949,0.0,295.81930027985373,0.0,0.0,0.0,0.0,205.71600183942937
CANX,3575.0770441611485,11.248647,-13.346607,897.7718377694652,0.0,0.0,0.0,0.0,350.5358913528697,808.7069097085517,3.3223369974089136,454.86829384849983,1059.8717744843532
CAPRIN1,648.073373705795,-17.010683,8.831779,0.0,0.0,46.596259073425024,169.98024177983788,0.0,431.49687285253214,0.0,0.0,0.0,0.0
CARM1,714.9656567563354,-9.721096,12.008831,0.0,0.0,0.0,453.866994116279,0.0,261.09866264005643,0.0,0.0,0.0,0.0
CARS,378.739811335428,-15.0357895,7.8074975,0.0,0.0,0.0,33.79691009945383,0.0,344.94290123597415,0.0,0.0,0.0,0.0
CASK,612.1968887605038,0.3611579,2.4896145,10.010012558756236,147.33415107072148,108.64728266391104,146.1151399711085,0.0,18.57495626634821,4.930795205510838,0.0,176.5845510241475,0.0
CCAR2,678.6570587949029,-16.632706,7.5176096,83.13182069462191,35.51581435794624,0.0,0.0,121.3320138547175,420.34421767651634,0.0,0.0,18.333192211100975,0.0
CCDC22,49.730760647608626,3.079914,9.090717,0.5921072359284357,44.20195748858148,0.0,0.0,0.0,0.0,3.93519161639378,0.0,1.0015043067049334,0.0
CCDC51,1357.1544004755406,4.203762,-15.516324,3.2015153733551616,0.0,0.0,7.383307000305146,171.66232051112237,0.0,295.86213844882695,0.0,0.0,879.045119141931
CCDC6,553.5599268346872,-11.118469,1.7221093,0.0,6.085772341526333,0.0,0.0,13.628112080782302,44.16058176916521,0.0,489.68546064321333,0.0,0.0
CCT2,997.0904754979116,-12.1998205,1.5736725,0.0,0.0,96.32667952736088,47.40538335978706,0.0,140.54954556280325,0.0,712.8088670479603,0.0,0.0
CD109,599.2277563686995,13.1862335,13.802159,54.85498554071012,0.0,544.3727708279894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD320,865.2687218518722,15.629507,13.94287,0.0,0.0,865.2687218518722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC20,405.0322610184776,7.803379,5.718654,19.064063404882692,39.9259239567035,15.628807152777256,66.5969447994213,75.38771563115291,0.0,150.88949405569107,0.0,0.0,37.53931201784891
CDC23,276.7890903570453,7.8009214,5.839864,0.0,6.305948571425435,0.0,68.38708562393879,0.0,54.64958866807346,147.44646749360766,0.0,0.0,0.0
CDC37,270.51088926854936,-4.6785927,6.5476003,0.0,50.17101116759732,0.0,58.63332416799624,0.0,106.94113435525408,0.0,54.76541957770176,0.0,0.0
CDIPT,1043.3537405951442,12.240686,-8.518326,623.6105543880091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8825586864256385,414.8606275207096
CDK9,1137.6024337416188,-19.81429,10.097013,103.79237571561204,15.443098847980178,0.0,426.5183850909022,0.0,591.8485740871245,0.0,0.0,0.0,0.0
CDKAL1,2168.0317160473032,15.8702,-10.163138,1424.758265235089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.2734508122142
CDS2,2731.409254857516,12.477253,-12.121133,918.415006761202,0.0,0.0,0.0,311.3496080851372,0.0,395.45129343460894,0.0,0.0,1106.1933465765678
CENPK,287.8484133341236,-2.4645844,6.2497272,0.0,77.47025457181911,0.0,138.3119782456174,0.0,0.0,6.144881214828461,0.0,65.92129930185861,0.0
CENPP,169.79164488384075,-0.035550006,5.520688,0.0,8.548632941924092,27.554344570813775,81.19001110535505,0.0,0.0,0.0,0.0,52.49865626574784,0.0
CEPT1,1357.1335045988098,8.044672,-12.217275,184.40249858103604,0.0,0.0,0.0,0.0,0.0,560.9245143790237,0.0,54.55766895534056,557.2488226834096
CERK,32.969637041239835,4.161227,7.957596,0.0,0.0,0.4338493010666767,0.0,0.0,2.7334701042196254,29.802317635953532,0.0,0.0,0.0
CFDP1,196.394603415962,-3.6878455,8.730181,0.0,0.0,0.0,119.82114755228234,0.0,58.13798433433214,0.0,18.43547152934752,0.0,0.0
CHCHD3,2734.915290754222,-6.746272,-19.732653,0.0,0.0,0.0,0.0,1229.311808715206,0.0,1465.768511466513,39.83497057250308,0.0,0.0
CHCHD4,144.84491775074068,2.6184778,4.470486,0.0,0.0,0.0,0.0,0.0,0.0,36.6226608037649,0.0,87.67615233688149,20.54610461009429
CHID1,433.8036481086429,-5.714019,3.9343774,0.0,135.9768908125015,98.46435242975588,51.20974055762441,0.0,0.0,0.0,105.85483467821422,42.29782963054692,0.0
CHMP7,1000.8007231168187,-11.965157,13.767795,0.0,0.0,17.71113837014242,541.3740723394774,66.36994586594345,0.0,19.7722953529002,344.4951779901123,0.0,11.07809319824305
CHRAC1,213.6261252736997,-3.9867845,9.566049,0.0,0.0,0.0,144.49553585884445,0.0,41.94593770555131,0.0,0.0,27.184651709303964,0.0
CHST12,398.391198605037,3.3885038,-7.745326,0.0,0.0,0.0,0.0,0.0,0.0,127.17571591057856,30.334690322585026,0.0,240.8807923718734
CIRBP,4801.346591837512,-20.251244,-0.9444796,0.0,3588.8099306933677,0.0,513.9786078395814,56.86775588558472,339.7563443051487,0.0,0.0,301.9339531138291,0.0
CLCC1,2822.8133327260794,11.445774,-12.392461,960.4162936784588,16.067878845957633,0.0,0.0,119.06805369508864,0.0,754.0214566802892,0.0,70.91714738408258,902.3225024422022
CLCN6,761.4746952625193,9.720647,3.1879785,0.0,0.0,139.87991822852322,0.0,11.595307735112147,0.0,405.85320834010406,0.0,204.14626095877983,0.0
CLCN7,3352.3784132079577,16.678131,3.1207201,0.0,73.98241395659515,1031.1202054732153,0.0,32.148318952201336,0.0,2067.655591785664,0.0,0.0,147.47188304028222
CLN6,1240.5051108740308,5.42931,-15.305188,272.67157981878506,0.0,62.1955173670408,0.0,0.0,0.0,0.0,0.0,26.368221164589663,879.2697925236153
CLNS1A,717.919519613917,-3.74073,0.6584114,0.0,587.0564036500986,0.0,74.62984020424771,41.81062903237667,14.422646727194186,0.0,0.0,0.0,0.0
CMBL,18.06677284789593,3.6264117,8.241153,0.0,0.0,0.0,0.0,0.6491172130599308,8.762663470090157,0.7027579303950238,7.952234234350812,0.0,0.0
CNNM3,520.0221335086248,10.680581,4.5937557,0.0,0.0,0.0,0.0,0.0,1.5071073315275862,407.1683525925962,0.0,0.0,111.34667358450108
CNNM4,2149.5893582252957,14.8658285,2.5476937,347.583387634874,0.0,194.3461341804598,0.0,0.0,0.0,1309.2006805127696,118.72373511631586,179.73542078087635,0.0
CNOT2,423.147901329923,-13.640264,8.535996,0.0,0.0,0.0,113.12173774515412,0.0,301.7430453185087,0.0,0.0,0.0,8.2831182662602
CNOT4,647.8120089346987,-19.050495,7.16883,0.0,0.0,0.0,0.0,0.0,631.5544594027509,16.25754953194781,0.0,0.0,0.0
CNOT9,616.489377682817,-3.4766166,1.0565741,0.0,464.206073295378,0.0,83.28734974290035,0.0,0.0,0.0,0.0,68.99595464453863,0.0
COA7,859.6043539004075,-10.611408,-14.331746,38.631495937890925,99.31475480018494,0.0,0.0,721.6581031623317,0.0,0.0,0.0,0.0,0.0
COG3,835.9002087635708,-10.976772,3.2992344,171.35832485962644,0.0,0.0,273.8179335341715,0.0,0.0,0.0,390.72395036977287,0.0,0.0
COL4A3BP,347.1544614065087,-1.9350233,10.968083,137.56227393550515,0.0,87.51381591049945,97.8896406572554,0.0,0.0,0.0,24.18873090324866,0.0,0.0
COLEC12,2989.1613857238667,20.618069,12.84416,19.779519855794412,0.0,2197.1836880918613,11.37790954536132,0.0,0.0,195.81475533044537,0.0,565.0055129004045,0.0
COPE,218.22404701314355,-2.8272383,10.098717,60.3852917824376,0.0,2.5766091013515866,120.59597140802396,14.294806932484803,0.0,20.37136778884559,0.0,0.0,0.0
COPS3,252.9997376339024,-6.0805626,8.938761,0.0,0.0,0.0,180.83583555049924,0.0,0.0,0.0,72.16390208340316,0.0,0.0
COPS4,1274.7812120569488,-12.023196,3.7210743,2.400049750907738,0.0,65.33520155339505,423.8210336390582,0.0,0.0,141.4515559321663,463.0146162394173,0.0,178.7587549420042
COPS5,2048.0380405276223,-13.702234,15.826736,140.32839971593344,0.0,0.0,1017.2937189944536,0.0,646.5514525116122,0.0,243.86446930562303,0.0,0.0
COPS6,867.7320662384658,-11.997551,13.516267,0.0,0.0,0.0,501.99933295127937,0.0,0.0,0.0,365.7327332871864,0.0,0.0
COPS7A,143.10144543764758,-3.3110645,8.857104,0.0,0.0,0.0,114.28799089350326,0.0,0.0,0.0,28.81345454414431,0.0,0.0
COPS8,252.9997376339024,-6.0805626,8.938761,0.0,0.0,0.0,180.83583555049924,0.0,0.0,0.0,72.16390208340316,0.0,0.0
COQ5,432.0915843515101,2.8126874,-10.080466,0.0,0.0,0.0,10.269363504656097,110.79757245670248,0.0,0.0,0.0,0.0,311.0246483901515
COQ8A,1831.1973792438073,-0.29594645,-16.869608,0.0,0.0,0.0,0.0,875.3856390127952,0.0,0.0,0.0,0.0,955.811740231012
COQ8B,644.1641076933658,-5.225034,-8.236928,95.23381088566444,61.53378189744823,0.0,0.0,268.29792922957057,0.0,30.630950011619134,0.0,0.0,188.4676356690635
COQ9,1023.9375679219652,2.775322,-13.768584,0.0,0.0,0.0,0.0,286.3136219506702,0.0,63.935602012909634,0.0,0.0,673.6883439583854
COX11,1233.4676892418247,7.234956,-12.132148,0.0,0.0,0.0,0.0,182.3599072201444,0.0,427.97839149120506,112.80176718052071,0.0,510.3276233499547
COX14,823.7740801617072,2.4229372,-13.158695,0.0,0.0,0.0,0.0,293.17358887400513,0.0,0.0,0.0,0.0,530.600491287702
COX16,880.0021598106989,7.6866994,-11.7419405,0.0,0.0,0.0,0.0,0.0,0.0,433.451645119001,39.09528652239908,0.0,407.4552281692989
COX18,2643.0407560618505,4.625889,-18.752346,0.0,0.0,0.0,0.0,1.3300550279233676,0.0,639.6503597413886,0.0,67.68183985918971,1934.378501433349
COX5A,2006.307197182063,-11.904494,-17.97595,73.32412819560575,0.0,0.0,0.0,1235.3582267389672,71.88157897902312,322.8760356850713,0.0,0.0,302.8672275833958
