fragId,SMILES,SMILES Naked,HBD,HBA,cLogP,Heteroatoms,Rings,Rot. Bonds,Aromatic Bonds,Acidic Groups,Basic Groups,Atomic Polarizability
C148,C#CCCC1(CCNC(=O)C23CC(CO)(C2)OC32COC2)N=N1,CNC(=O)C12CC(CO)(C1)OC21COC1,2,4,-0.9570999999999996,5,4,2,0,0,0,31.909895
C149,C#CCCC1(CCNC(=O)CCC2CC(C)N(C)C2C)N=N1,CNC(=O)CCC1CC(C)N(C)C1C,1,2,1.2413,3,1,3,0,0,1,37.031446
C150,C#CCCC1(CCNC(=O)C(c2cncn2C)N(C)C)N=N1,CC(=O)NC(CC(C)C)c1nc[nH]n1,2,3,1.0279999999999998,5,1,4,5,0,0,31.710688000000005
C151,C#CCCC1(CCC(=O)NCC(O)c2cncs2)N=N1,CC(=O)NCC(O)c1cncs1,2,4,0.3126,5,1,3,5,0,0,25.69193
C152,C#CCCC1(CCNC(=O)C2CN(CC(F)F)C2)N=N1,CNC(=O)C1CN(CC(F)F)C1,1,2,-0.07070000000000021,5,1,3,0,0,1,24.437515999999995
C153,C#CCCC1(CCC(=O)N2Cc3sccc3CC2(C)C)N=N1,CC(=O)N1Cc2sccc2CC1(C)C,0,2,2.431300000000001,3,2,0,5,0,0,34.163895000000004
C154,C#CCCC1(CCC(=O)NCc2nnc(C3CC3)n2C2CC2)N=N1,CC(=O)NCc1nnc(C2CC2)n1C1CC1,1,4,1.1264999999999996,5,3,4,5,0,0,35.230688
C156,C#CCCC1(CCC(=O)N[C@@H]2CC=CC[C@H]2C(F)(F)F)N=N1,CC(=O)N(C)C12CC(C(F)(F)F)(C1)C2,0,1,1.9497000000000002,5,3,1,0,0,0,27.414516
C157,C#CCCC1(CCC(=O)NCC2CCc3nnc(C(F)F)n3C2)N=N1,CC(=O)NCC1CCc2nnc(C(F)F)n2C1,1,4,0.9141999999999999,7,2,3,5,0,0,33.251102
C158,C#CCCC1(CCNC(=O)c2cc3c(C(F)(F)F)cc(=O)[nH]c3o2)N=N1,CNC(=O)c1cc2c(C(F)(F)F)cc(=O)[nH]c2o1,2,3,1.4994999999999998,8,2,1,10,0,0,28.544551
C159,C#CCCC1(CCC(=O)Nc2ccccc2Oc2cccc(C#N)c2)N=N1,CC(=O)Nc1ccccc1Oc1cccc(C#N)c1,1,3,3.308980000000001,4,2,3,12,0,0,38.205516
C160,C#CCCC1(CCC(=O)NC2(C(O)c3ccc(F)cc3)CCCC2)N=N1,CC(=O)NC1CCC(O)(c2cccc(F)c2)CC1,2,2,2.0920000000000005,4,2,2,6,0,0,39.90327400000001
C161,C#CCCC1(CCNC(=O)CCc2nc3cc(Cl)ccc3s2)N=N1,CNC(=O)CCc1nc2cc(Cl)ccc2s1,1,3,2.628300000000001,5,2,3,10,0,0,34.776723000000004
C162,C#CCCC1(CCC(=O)NC[C@H]2OCC(=O)N(CC)[C@@H]2c2nccn2C)N=N1,CCN1C(=O)CO[C@H](CNC(C)=O)[C@H]1c1nccn1C,1,5,-0.15539999999999976,7,2,4,5,0,0,43.02186000000001
C163,C#CCCC1(CCC(=O)N(C)C23CC(C(F)(F)F)(C2)C3)N=N1,CC(=O)N[C@@H]1CC=CC[C@H]1C(F)(F)F,1,1,2.0196000000000005,5,1,1,0,0,0,27.414515999999995
C164,C#CCCC1(CCC(=O)N2CCCC2CN2CCC(C)CC2)N=N1,CC(=O)N1CCCC1CN1CCC(C)CC1,0,2,1.7291999999999996,3,2,2,0,0,1,41.885032
C165,C#CCCC1(CCC(=O)N2Cc3cnn(-c4ccccc4)c3C2)N=N1,CC(=O)N1Cc2cnn(-c3ccccc3)c2C1,0,3,1.7344000000000002,4,3,1,11,0,0,35.650309
C166,C#CCCC1(CCNC(=O)c2ccc(-n3cnc4ccccc4c3=O)cc2)N=N1,CNC(=O)c1ccc(-n2cnc3ccccc3c2=O)cc1,1,4,1.7452999999999999,5,3,2,17,0,0,41.732309
C167,C#CCCC1(CCC(=O)NCc2ccc(N(C)C(=O)c3ccncc3)cc2)N=N1,CC(=O)NCc1ccc(N(C)C(=O)c2ccncc2)cc1,1,3,1.9943,5,2,4,12,0,0,44.39948100000001
C168,C#CCCC1(CCC(=O)N[C@@H]2COC[C@@H]2Oc2cn[nH]c2)N=N1,CC(=O)N[C@@H]1COC[C@@H]1Oc1cn[nH]c1,2,4,-0.308,6,2,3,5,0,0,30.214309
C169,C#CCCC1(CCNC(=O)CCc2c[nH]c3cccc(C)c23)N=N1,CNC(=O)CCc1c[nH]c2cccc(C)c12,2,1,2.1549199999999997,3,2,3,10,0,0,36.550688
C170,C#CCCC1(CCC(=O)N2CCc3c(CN4CCCC4)cccc32)N=N1,CC(=O)N1CC2CN(C)C(c3ccccc3)C2C1,0,2,1.7676,3,3,1,6,0,1,42.73786000000001
C171,C#CCCC1(CCC(=O)NC2CN(CC)CC2(C)C)N=N1,CCN1[C@@H](C)CN(C(C)=O)C[C@H]1C,0,2,0.9474,3,1,1,0,0,1,33.93786
C172,C#CCCC1(CCC(=O)N[C@H]2C[C@H](c3cc(F)cc(F)c3)C2)N=N1,CC(=O)N[C@H]1C[C@H](c2cc(F)cc(F)c2)C1,1,1,2.3469000000000007,4,2,2,6,0,0,32.804309
C173,C#CCCC1(CCNC(=O)Cn2nnnc2-c2ccsc2)N=N1,CNC(=O)Cn1nnnc1-c1ccsc1,1,6,0.14759999999999956,7,2,3,10,2,0,29.283137
C174,C#CCCC1(CCC(=O)Nc2cnc3c(c2)OCC(=O)N3)N=N1,CC(=O)Nc1cnc2c(c1)OCC(=O)N2,2,4,0.3708999999999998,6,2,1,6,0,0,27.547137000000003
C176,C#CCCC1(CCNC(=O)c2cncc(COC)c2)N=N1,CNC(=O)c1cncc(COC)c1,1,3,0.5876000000000001,4,1,3,6,0,0,27.645515999999997
C177,C#CCCC1(CCNC(=O)c2sc(CC(F)(F)F)nc2C)N=N1,CNC(=O)c1sc(CC(F)(F)F)nc1C,1,3,1.91592,7,1,2,5,0,0,27.654137000000002
C178,C#CCCC1(CCC(=O)N(CC)c2cc(C)ccc2OC)N=N1,CC(=O)NCCOc1c(C)cccc1C,1,2,1.81834,3,1,4,6,0,0,35.159481
C179,C#CCCC1(CCC(=O)N2C3CCCC2CC2(C3)NC(=O)NC2=O)N=N1,CC(=O)N1C2CCCC1CC1(C2)NC(=O)NC1=O,2,3,0.12800000000000067,6,3,0,0,0,0,38.161480999999995
C180,C#CCCC1(CCC(=O)NCC2CC3(CC3)S(=O)(=O)N2)N=N1,CC(=O)NCC1CC2(CC2)S(=O)(=O)N1,2,3,-0.6531999999999993,6,2,2,0,0,0,30.921101999999998
C182,C#CCCC1(CCC(=O)NC2(CN3CCN(c4ncccn4)CC3)CC2)N=N1,CC(=O)NC1(CN2CCN(c3ncccn3)CC2)CC1,1,5,0.2673000000000003,6,3,4,6,0,1,44.94465300000002
C183,C#CCCC1(CCC(=O)NC(C)c2nnc(-c3ccccc3F)s2)N=N1,CC(=O)NC(C)c1nnc(-c2ccccc2F)s1,1,4,2.5413000000000006,6,2,3,11,0,0,36.680516000000004
C184,C#CCCC1(CCC(=O)NC(CN(C)C)c2ccco2)N=N1,CNC(=O)C1CCC2CC(=O)NC2C1,2,2,0.037199999999999955,4,2,1,0,0,0,32.072688
C185,C#CCCC1(CCNC(=O)CC2CS(=O)(=O)c3ccccc3O2)N=N1,CNC(=O)CC1CS(=O)(=O)c2ccccc2O1,1,4,0.3573999999999997,6,2,2,6,0,0,35.23630899999999
C186,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,CC(=O)N1CCC(N2CCN(c3ccccc3Cl)CC2)CC1,0,3,2.4729,5,3,2,6,0,1,52.20503200000002
C187,C#CCCC1(CCNC(=O)c2cnc(Oc3ccccc3)cn2)N=N1,CNC(=O)c1cnc(Oc2ccccc2)cn1,1,4,1.6284999999999998,5,2,3,12,0,0,33.358723000000005
C189,C#CCCC1(CCC(=O)N2Cc3c[nH]nc3C(c3n[nH]c(CC)n3)C2)N=N1,CCc1nc(C2CN(C(C)=O)Cc3c[nH]nc32)n[nH]1,2,4,0.5841999999999999,7,3,2,10,0,0,39.190688
C190,C#CCCC1(CCNC(=O)C2CCC3CC(=O)NC3C2)N=N1,CC(=O)NCc1oc(C(C)C)nc1C,1,3,1.7425199999999998,4,1,3,5,0,0,32.072688
C191,C#CCCC1(CCC(=O)N2CC(C#N)C3(C2)C(=O)Nc2ccccc23)N=N1,CC(=O)N1CC(C#N)C2(C1)C(=O)Nc1ccccc12,1,3,0.8783799999999995,5,3,0,6,0,0,38.212309
C193,C#CCCC1(CCC(=O)NC(c2ccccn2)c2ccccc2OC)N=N1,COc1ccccc1C(NC(C)=O)c1ccccn1,1,3,2.3157000000000005,4,2,4,12,0,0,40.87268800000002
C194,C#CCCC1(CCNC(=O)C2(Cc3ccc(F)cc3)CCCO2)N=N1,CNC(=O)C1(Cc2ccc(F)cc2)CCCO1,1,2,1.6633999999999998,4,2,3,6,0,0,36.809688
C195,C#CCCC1(CCC(=O)N2C[C@H]3CCO[C@H]3CC(C)(C)C2)N=N1,CC(=O)NC(C(C)C)C1(CO)CC=CC1,2,2,1.4758,3,1,4,0,0,0,37.82665300000001
C196,C#CCCC1(CCC(=O)NC(C(N)=O)c2ccc3ccccc3c2)N=N1,CC(=O)Nc1cccnc1OCc1ccccc1,1,3,2.6190000000000007,4,2,4,12,0,0,37.77910200000001
C197,C#CCCC1(CCC(=O)N2CC3CN(C)C(c4ccccc4)C3C2)N=N1,CC(=O)N1CCc2c(CN3CCCC3)cccc21,0,2,2.1914,3,3,2,6,0,1,42.73786000000002
C198,C#CCCC1(CCC(=O)Nc2cc(F)ccc2OCc2cnn(C)c2)N=N1,CC(=O)Nc1cc(F)ccc1OCc1cnn(C)c1,1,4,2.0965999999999996,6,2,4,11,0,0,37.676102
C199,C#CCCC1(CCNC(=O)c2cc(CNS(C)(=O)=O)oc2C)N=N1,CNC(=O)c1cc(CNS(C)(=O)=O)oc1C,2,4,-0.0031799999999999606,7,1,4,5,0,0,33.483101999999995
C200,C#CCCC1(CCC(=O)NC2CCc3c(nc(C)n3CCO)C2)N=N1,COC[C@@H]1CN(C(C)=O)C[C@H]1c1cnn(C)c1,0,4,0.6283999999999994,5,2,3,5,0,0,38.693067
C201,C#CCCC1(CCNC(=O)COc2ccc3c(c2)CCCC3)N=N1,CC(=O)NCc1ccc2c(c1)C(C)C(C)O2,1,2,2.2070999999999996,3,2,2,6,0,0,36.919481
C203,C#CCCC1(CCC(=O)NC2CCN(c3ccc4nncn4n3)C2)N=N1,CC(=O)NC1CCN(c2ccc3nncn3n2)C1,1,6,-0.1609000000000005,7,3,2,10,0,0,36.09710200000001
C204,C#CCCC1(CCC(=O)N[C@H]2C[C@H](C)S(=O)(=O)c3sccc32)N=N1,CC(=O)N[C@H]1C[C@H](C)S(=O)(=O)c2sccc21,1,4,1.4912,6,2,1,5,0,0,35.57430899999999
C205,C#CCCC1(CCNC(=O)c2c(C(F)(F)F)nc3n2CCCC3)N=N1,CNC(=O)c1c(C(F)(F)F)nc2n1CCCC2,1,3,1.5977999999999999,7,2,1,5,0,0,31.374516000000007
C206,C#CCCC1(CCC(=O)N2CCOCC2c2nc(-c3cccs3)no2)N=N1,CC(=O)N1CCOCC1c1nc(-c2cccs2)no1,0,6,1.7179,7,3,2,10,0,0,38.394309
C207,C#CCCC1(CCC(=O)Nc2ccc3c(c2)CN(c2ccccc2)C3)N=N1,CC(=O)Nc1ccc2c(c1)CN(c1ccccc1)C2,1,2,3.1652000000000013,3,3,2,12,0,0,41.83068800000001
C208,C#CCCC1(CCC(=O)N2CC(N3CCCC3)CC2C(C)C)N=N1,CC(=O)N1CC(N2CCCC2)CC1C(C)C,0,2,1.7275999999999998,3,2,2,0,0,1,41.88503200000001
C210,C#CCCC1(CCNC(=O)c2cc(-c3c[nH]c4ccccc34)[nH]n2)N=N1,CNC(=O)c1cc(-c2c[nH]c3ccccc23)[nH]n1,3,2,1.9175999999999997,5,3,2,15,0,0,36.083516
C211,C#CCCC1(CCC(=O)N2CCC3(CN(Cc4ccccc4)CC(C)O3)C2)N=N1,CC(=O)N1CCC2(CN(Cc3ccccc3)CC(C)O2)C1,0,3,1.8983,4,3,2,6,0,1,49.727032000000015
C212,C#CCCC1(CCNC(=O)c2cnc3n2C(C)CCC3)N=N1,CNC(=O)c1cnc2n1C(C)CCC2,1,3,1.1400000000000001,4,2,1,5,0,0,31.703895000000003
C213,C#CCCC1(CCC(=O)N2CCOC(c3c(Cl)cccc3OC)C2)N=N1,COc1cccc(Cl)c1C1CN(C(C)=O)CCO1,0,3,2.2684000000000006,5,2,2,6,0,0,39.23468800000001
C214,C#CCCC1(CCC(=O)NC(C(=O)Nc2cc[nH]n2)c2ccccc2)N=N1,CC(=O)NC(C(=O)Nc1cc[nH]n1)c1ccccc1,3,3,1.2255999999999996,6,2,4,11,0,0,38.21910200000001
C215,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,CNC(=O)C(C)Cc1ccc2c(c1)OCO2,1,3,1.3399,4,2,3,6,0,0,34.627895
C216,C#CCCC1(CCNC(=O)c2ccc(C)c(C)c2-n2cnnn2)N=N1,CNC(=O)c1ccc(C)c(C)c1-n1cnnn1,1,5,0.6387399999999999,6,2,2,11,2,0,34.33030900000001
C217,C#CCCC1(CCNC(=O)C2(c3cccnc3)CC(F)(F)C2)N=N1,CNC(=O)C1(c2cccnc2)CC(F)(F)C1,1,2,1.4945,5,2,2,6,0,0,31.477516
C218,C#CCCC1(CCC(=O)Nc2ccc(Cl)c(-n3nnnc3C3CC3)c2)N=N1,CC(=O)Nc1ccc(Cl)c(-n2nnnc2C2CC2)c1,1,5,2.1514999999999995,7,3,3,11,2,0,37.60351600000001
C219,C#CCCC1(CCC(=O)NCC2CCC3C(CC2)C3(F)F)N=N1,CC(=O)N1CCCC2CCC(F)(F)CC21,0,1,2.4327000000000005,4,2,0,0,0,0,33.71148099999999
C220,C#CCCC1(CCC(=O)N2CCC(c3ccc(F)c(F)c3)C2C)N=N1,CC(=O)N1CCC(c2ccc(F)c(F)c2)C1C,0,1,2.6891000000000007,4,2,1,6,0,0,35.897895000000005
C221,C#CCCC1(CCNC(=O)C2CN3CCCN2CC3)N=N1,CNC(=O)C1CN2CCCN1CC2,1,3,-0.8776999999999986,4,3,1,0,0,2,31.27748100000001
C222,C#CCCC1(CCNC(=O)C2C3CCC2(c2cncs2)C3)N=N1,CNC(=O)C1C2CCC1(c1cncs1)C2,1,3,1.5567999999999997,4,4,2,5,0,0,34.59710200000001
C223,C#CCCC1(CCC(=O)NCC2CCCN(C)C2c2ccc(OC)cc2)N=N1,COc1ccc(C2C(CNC(C)=O)CCCN2C)cc1,1,3,2.2142,4,2,4,6,0,1,47.967032
C225,C#CCCC1(CCC(=O)NCCOc2c(C)cccc2C)N=N1,CCN(C(C)=O)c1cc(C)ccc1OC,0,2,2.3764200000000004,3,1,3,6,0,0,35.159481
C226,C#CCCC1(CCC(=O)NC(Cc2ccccn2)C2COc3ccccc3O2)N=N1,CC(=O)NC(Cc1ccccn1)C1COc2ccccc2O1,1,4,1.9687999999999997,5,3,4,12,0,0,46.52827400000001
C227,C#CCCC1(CCC(=O)N2C[C@@H]3CCCS(=O)(=O)[C@@H]3C2)N=N1,CC(=O)N1C[C@@H]2CCCS(=O)(=O)[C@@H]2C1,0,3,0.04190000000000005,5,2,0,0,0,0,32.247895
C228,C#CCCC1(CCC(=O)N2C[C@@H](O)[C@H](Oc3cccc4c3CCC4)C2)N=N1,CC(=O)N1C[C@@H](O)[C@H](Oc2cccc3c2CCC3)C1,1,3,1.1456999999999997,4,3,2,6,0,0,42.57506700000001
C229,C#CCCC1(CCNC(=O)C2COc3ccc(OC)cc3C2)N=N1,CNC(=O)C1COc2ccc(OC)cc2C1,1,3,0.9922999999999995,4,2,2,6,0,0,34.627895
C230,C#CCCC1(CCC(=O)NCCOC2CCS(=O)(=O)CC2)N=N1,CC(=O)NCCOC1CCS(=O)(=O)CC1,1,4,-0.28369999999999984,6,1,4,0,0,0,34.383481
C231,C#CCCC1(CCC(=O)NCC(C)(O)C2CCC(C(C)C)CC2)N=N1,CC(=O)NCC(C)(O)C1CCC(C(C)C)CC1,2,2,2.3359000000000005,3,1,4,0,0,0,45.34741100000001
C232,C#CCCC1(CCNC(=O)c2cnc3sc(Cc4ccccc4)cn3c2=O)N=N1,CNC(=O)c1cnc2sc(Cc3ccccc3)cn2c1=O,1,5,1.7064,6,3,3,16,0,0,42.87230900000001
C233,C#CCCC1(CCC(=O)NCc2ccc3c(c2)C(C)C(C)O3)N=N1,CNC(=O)COc1ccc2c(c1)CCCC2,1,2,1.6901999999999997,3,2,3,6,0,0,36.91948100000001
C234,C#CCCC1(CCNC(=O)C2CC(C)Cc3cn[nH]c32)N=N1,CNC(=O)C1CC(C)Cc2cn[nH]c21,2,2,0.8215999999999999,4,2,1,5,0,0,31.703895000000006
