fragId,SMILES,SMILES Naked,HBD,HBA,cLogP,Heteroatoms,Rings,Rot. Bonds,Aromatic Bonds,Acidic Groups,Basic Groups,Atomic Polarizability
C014,C#CCCC1(CCC(=O)NCCc2cn3c(n2)CCC3)N=N1,CC(=O)NCCc1cn2c(n1)CCC2,1,3,0.5078999999999998,4,2,3,5,0,0,31.70389500000001
C015,C#CCCC1(CCC(=O)NC2CC3CCC2N(C)C3)N=N1,CC(=O)NC1CC2CCC1N(C)C2,1,2,0.6052,3,3,1,0,0,1,32.604274000000004
C017,C#CCCC1(CCC(=O)Nc2ccc3c(c2)nc(C)n3C2(CO)CCC2)N=N1,CC(=O)Nc1ccc2c(c1)nc(C)n2C1(CO)CCC1,2,4,2.17462,5,3,3,10,0,0,43.973067000000015
C018,C#CCCC1(CCC(=O)Nc2ccc(F)cc2Cn2ccsc2=O)N=N1,CC(=O)Nc1ccc(F)cc1Cn1ccsc1=O,1,4,2.0556,6,2,3,11,0,0,35.715723
C020,C#CCCC1(CCC(=O)N(C)C2CS(=O)(=O)C23CCOCC3)N=N1,CC(=O)N(C)C1CS(=O)(=O)C12CCOCC2,0,4,-0.1890999999999996,6,2,1,0,0,0,36.143481
C021,C#CCCC1(CCNC(=O)c2sccc2NS(C)(=O)=O)N=N1,CNC(=O)c1sccc1NS(C)(=O)=O,2,4,0.47920000000000007,7,1,3,5,0,0,29.39393
C022,C#CCCC1(CCNC(=O)C(C)(C)Oc2ccc(Cl)cc2)N=N1,CNC(=O)C(C)(C)Oc1ccc(Cl)cc1,1,2,2.2434000000000003,4,1,3,6,0,0,33.579102000000006
C023,C#CCCC1(CCC(=O)N2CCCC3(CCCCO3)C2C#N)N=N1,CC(=O)N1CCCC2(CCCCO2)C1C#N,0,3,1.46018,4,2,0,0,0,0,36.92627400000001
C024,C#CCCC1(CCNC(=O)c2c(C)nn(CC(F)F)c2C)N=N1,CNC(=O)c1c(C)nn(CC(F)F)c1C,1,3,1.12464,6,1,3,5,0,0,29.724308999999998
C025,C#CCCC1(CCC(=O)NCc2nnc(C(C)(C)C)s2)N=N1,CC(=O)NCc1nnc(C(C)(C)C)s1,1,4,1.4717,5,1,2,5,0,0,32.843895
C026,C#CCCC1(CCC(=O)NC2c3cccc(F)c3OC2C)N=N1,CC(=O)NC1c2cccc(F)c2OC1C,1,2,1.7838,4,2,1,6,0,0,30.622516
C027,C#CCCC1(CCNC(=O)c2ccnc3nccnc23)N=N1,CNC(=O)c1ccnc2nccnc12,1,4,0.3844,5,2,1,11,0,0,26.376344000000003
C028,C#CCCC1(CCC(=O)N2CCCCC2c2nnc(CC(F)(F)F)o2)N=N1,CC(=O)N1CCCCC1c1nnc(CC(F)(F)F)o1,0,4,2.2479000000000005,8,2,2,5,0,0,35.27010200000001
C029,C#CCCC1(CCNC(=O)C2CCN(Cc3ccccc3)CC2(F)F)N=N1,CNC(=O)C1CCN(Cc2ccccc2)CC1(F)F,1,2,1.8897999999999995,5,2,3,6,0,1,40.75827400000001
C030,C#CCCC1(CCC(=O)NC[C@H]2C[C@H](c3n[nH]c(=O)n3C)C[C@H]2O)N=N1,CC(=O)NC[C@@H]1C[C@@H](c2n[nH]c(=O)n2C)C[C@@H]1O,3,5,-0.9009999999999998,7,2,3,5,0,0,38.168274000000004
C031,C#CCCC1(CCC(=O)NC2C3CC4CC2CC(NC(C)=O)(C4)C3)N=N1,CC(=O)NC1C2CC3CC1CC(NC(C)=O)(C3)C2,2,2,1.2058999999999997,4,4,2,0,0,0,43.113446
C032,C#CCCC1(CCC(=O)NCc2ccccc2S(=O)(=O)NC)N=N1,CNS(=O)(=O)c1ccccc1CNC(C)=O,2,3,0.23079999999999995,6,1,4,6,0,0,34.441101999999994
C033,C#CCCC1(CCNC(=O)C2CC3(C)CCCN3S2(=O)=O)N=N1,CNC(=O)C1CC2(C)CCCN2S1(=O)=O,1,3,-0.31099999999999994,6,2,1,0,0,0,34.014688
C034,C#CCCC1(CCC(=O)N2CCCN(CC(=O)NCC)CC2)N=N1,CCNC(=O)CN1CCCN(C(C)=O)CC1,1,3,-0.32329999999999925,5,1,3,0,0,1,38.26665300000001
C035,C#CCCC1(CCNC(=O)C(C)Cn2ccc3ccccc32)N=N1,CNC(=O)C(C)Cn1ccc2ccccc21,1,2,2.0233999999999996,3,2,3,10,0,0,36.550688
C036,C#CCCC1(CCNC(=O)C23CCC(N(C)C)(CC2)CC3)N=N1,CNC(=O)C12CCC(N(C)C)(CC1)CC2,1,2,1.3869999999999993,3,3,2,0,0,1,38.79144600000001
C037,C#CCCC1(CCC(=O)NC2(CS(C)(=O)=O)COC2)N=N1,CC(=O)NC1(CS(C)(=O)=O)COC1,1,4,-1.0638999999999994,6,1,3,0,0,0,28.196309
C038,C#CCCC1(CCC(=O)NC(CC(C)C)c2nc[nH]n2)N=N1,CNC(=O)C(c1cncn1C)N(C)C,1,4,-0.23120000000000052,5,1,3,5,0,1,31.710688000000005
C039,C#CCCC1(CCC(=O)N2CCC3(CC2)CC3c2nnc(-c3cccc(F)c3)o2)N=N1,CC(=O)N1CCC2(CC1)CC2c1nnc(-c2cccc(F)c2)o1,0,4,2.9917000000000016,6,4,2,11,0,0,47.38327400000001
C040,C#CCCC1(CCC(=O)Nc2cc(C)n(Cn3nc(C(F)(F)F)cc3C)n2)N=N1,CC(=O)Nc1cc(C)n(Cn2nc(C(F)(F)F)cc2C)n1,1,5,2.1794399999999996,9,2,3,10,0,0,38.428102
C041,C#CCCC1(CCNC(=O)C2(S(=O)(=O)c3ccc(C)cc3)CCCC2)N=N1,CNC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCCC1,1,3,1.8275199999999994,5,2,3,6,0,0,43.715067000000005
C042,C#CCCC1(CCC(=O)N2CCCC(N3C(=O)CC4(CCCC4)C3=O)C2)N=N1,CC(=O)N1CCCC(N2C(=O)CC3(CCCC3)C2=O)C1,0,3,1.3165999999999998,5,3,1,0,0,0,45.67544600000001
C044,C#CCCC1(CCC(=O)NC(C)c2cnn(-c3ccc(C#N)cc3)c2C)N=N1,CC(=O)NC(C)c1cnn(-c2ccc(C#N)cc2)c1C,1,4,2.2495000000000003,5,2,3,11,0,0,42.270688000000014
C045,C#CCCC1(CCC(=O)NCC2(N3CCN(C(C)C)CC3)CCCC2)N=N1,CC(=O)NCCC1CCN(C2CCN(C)CC2)CC1,1,3,1.3188,4,2,4,0,0,2,49.83899700000001
C046,C#CCCC1(CCNC(=O)C2CS(=O)C3c4ccccc4C(=O)N23)N=N1,CNC(=O)C1C[S+]([O-])C2c3ccccc3C(=O)N12,1,3,0.017899999999999583,6,3,1,6,0,0,36.627516
C048,C#CCCC1(CCC(=O)NCC(c2nnc3ccc(C)nn23)C(C)C)N=N1,CC(=O)NCC(c1nnc2ccc(C)nn12)C(C)C,1,5,1.30842,6,2,4,10,0,0,41.85106700000001
C049,C#CCCC1(CCC(=O)NC(C)c2oc3c(OC)cc(C)cc3c2C)N=N1,COc1cc(C)cc2c(C)c(C(C)NC(C)=O)oc12,1,3,3.2553400000000012,4,2,3,10,0,0,42.575067000000004
C050,C#CCCC1(CCC(=O)NC2(c3ccnc(S(C)(=O)=O)n3)CC2)N=N1,CC(=O)NC1(c2ccnc(S(C)(=O)=O)n2)CC1,1,5,0.005300000000000082,7,2,3,6,0,0,34.874309000000004
C051,C#CCCC1(CCC(=O)Nc2cccc(C(O)CC(F)(F)F)c2)N=N1,CC(=O)Nc1cccc(C(O)CC(F)(F)F)c1,2,2,2.6308000000000007,6,1,3,6,0,0,31.736515999999998
C052,C#CCCC1(CCNC(=O)c2cc(-c3ccc4c(c3)CCO4)no2)N=N1,CNC(=O)c1cc(-c2ccc3c(c2)CCO3)no1,1,4,1.6360999999999999,5,3,2,11,0,0,35.48751600000001
C053,C#CCCC1(CCC(=O)N2CCc3ccc(Cl)c(Cl)c3C2)N=N1,CC(=O)N1CCc2ccc(Cl)c(Cl)c2C1,0,1,2.8980000000000015,4,2,0,6,0,0,32.956723000000004
C054,C#CCCC1(CCC(=O)N2CC(NC(=O)NC(C)C)C(OC)C2)N=N1,COC1CN(C(C)=O)CC1NC(=O)NC(C)C,2,3,-0.06029999999999913,6,1,3,0,0,0,39.068653
C055,C#CCCC1(CCC(=O)NCC(F)(F)c2[nH]nc3c2CCCC3)N=N1,CC(=O)NCC(F)(F)c1[nH]nc2c1CCCC2,2,2,1.5164,6,2,3,5,0,0,34.57789500000001
C056,C#CCCC1(CCNC(=O)c2c[nH]nc2-c2cc3ccccc3o2)N=N1,CNC(=O)c1c[nH]nc1-c1cc2ccccc2o1,2,3,2.1825,5,3,2,15,0,0,35.118723
C057,C#CCCC1(CCC(=O)NC[C@@H]2COC[C@H]2n2cc(CO)nn2)N=N1,CC(=O)NC[C@@H]1COC[C@H]1n1cc(CO)nn1,2,6,-0.9059999999999999,7,2,4,5,0,0,35.074688
C058,C#CCCC1(CCNC(=O)CC2(C(F)(F)F)CCC(=O)NC2)N=N1,CNC(=O)CC1(C(F)(F)F)CCC(=O)NC1,2,2,0.5811999999999999,7,1,2,0,0,0,29.983309
C059,C#CCCC1(CCNC(=O)C23CC4(C)CC(C)(CC(O)(C4)C2)C3)N=N1,CNC(=O)C12CC3(C)CC(C)(CC(O)(C3)C1)C2,2,2,1.8438999999999999,3,4,1,0,0,0,42.68023900000001
C060,C#CCCC1(CCC(=O)NCC23CC4CC(C2)CC(OC)(C4)C3)N=N1,COC12CC3CC(CC(CNC(C)=O)(C3)C1)C2,1,2,2.1079,3,4,3,0,0,0,42.68023900000001
C061,C#CCCC1(CCNC(=O)C(C)S(=O)(=O)C2CCOCC2)N=N1,CNC(=O)C(C)S(=O)(=O)C1CCOCC1,1,4,-0.28529999999999966,6,1,3,0,0,0,34.383481
C062,C#CCCC1(CCC(=O)N2CC3CC2C3c2ocnc2C(N)=O)N=N1,CC(=O)N1CC2CC1C2c1ocnc1C(N)=O,1,4,0.10770000000000002,6,4,2,5,0,0,33.734309
C063,C#CCCC1(CCNC(=O)[C@@H]2C[C@H]2c2nn(C)c3ccccc23)N=N1,CNC(=O)[C@@H]1C[C@H]1c1nn(C)c2ccccc12,1,3,1.4227999999999998,4,3,2,10,0,0,36.98389500000001
C064,C#CCCC1(CCNC(=O)Cn2nc(C(F)F)c3c2CCC3)N=N1,CNC(=O)Cn1nc(C(F)F)c2c1CCC2,1,3,1.0554,6,2,3,5,0,0,31.484309000000003
C065,C#CCCC1(CCNC(=O)CNC(=O)c2cc(F)cc(F)c2)N=N1,CNC(=O)CNC(=O)c1cc(F)cc(F)c1,2,2,0.4405999999999999,6,1,3,6,0,0,29.18593
C066,C#CCCC1(CCC(=O)N2[C@H](C(=O)N(C)C)C[C@@H]3OCC[C@@H]32)N=N1,CC(=O)N1[C@H](C(=O)N(C)C)C[C@@H]2OCC[C@@H]21,0,3,-0.1471,5,2,1,0,0,0,35.968273999999994
C067,C#CCCC1(CCNC(=O)C2CCC(OC(F)(F)F)CC2)N=N1,CNC(=O)C1CCC(OC(F)(F)F)CC1,1,2,1.8275999999999997,6,1,2,0,0,0,29.550101999999995
C068,C#CCCC1(CCC(=O)NC2CCN(C3CCCCC3)C2=O)N=N1,CC(=O)NC1CCN(C2CCCCC2)C1=O,1,2,1.0560999999999994,4,2,2,0,0,0,38.25986
C069,C#CCCC1(CCC(=O)N2CC3CC2CC3(O)C(F)(F)F)N=N1,CC(=O)N1CC2CC1CC2(O)C(F)(F)F,1,2,0.9205000000000001,6,2,0,0,0,0,28.216516
C070,C#CCCC1(CCNC(=O)c2sc(C3CC3)nc2C2CC2)N=N1,CNC(=O)c1sc(C2CC2)nc1C1CC1,1,3,2.2575000000000003,4,3,3,5,0,0,34.59710200000001
C071,C#CCCC1(CCNC(=O)Cc2csc(-c3ccoc3)n2)N=N1,CNC(=O)Cc1csc(-c2ccoc2)n1,1,4,1.6915999999999995,5,2,3,10,0,0,30.971930000000004
C072,C#CCCC1(CCNC(=O)Cc2ccc(-n3cccc3)cc2)N=N1,CNC(=O)Cc1ccc(-n2cccc2)cc1,1,2,1.7657999999999996,3,2,3,11,0,0,35.217102
C073,C#CCCC1(CCC(=O)N2C[C@H]3CN(C)CC[C@@]3(CO)C2)N=N1,CC(=O)N1C[C@H]2CN(C)CC[C@@]2(CO)C1,1,3,-0.22109999999999957,4,2,1,0,0,1,36.499860000000005
C074,C#CCCC1(CCC(=O)N2CCC(O)(c3c[nH]nn3)CC2)N=N1,COC1(c2cnnn2C)CN(C(C)=O)C1,0,5,-0.48109999999999986,6,2,2,5,0,0,31.179102
C075,C#CCCC1(CCC(=O)NC(C2CC2(C)C)C(F)(F)F)N=N1,CC(=O)NC(C1CC1(C)C)C(F)(F)F,1,1,2.0995,5,1,2,0,0,0,28.748102
C076,C#CCCC1(CCC(=O)NCCNC(=O)c2cnccn2)N=N1,CC(=O)NCCNC(=O)c1cnccn1,2,4,-0.6574999999999998,6,1,4,6,0,0,29.845516000000007
C077,C#CCCC1(CCC(=O)NCc2cc(O)n3nccc3n2)N=N1,CC(=O)NCc1cc(=O)n2nccc2[nH]1,2,4,-0.3413000000000003,6,2,2,10,0,0,28.511930000000003
C078,C#CCCC1(CCNC(=O)c2nccc3ccn(C)c23)N=N1,CNC(=O)c1nccc2ccn(C)c12,1,3,0.9328999999999998,4,2,1,10,0,0,29.036723000000002
C079,C#CCCC1(CCNC(=O)[C@H]2CC[C@@H](CN(C)C)O2)N=N1,CCN1CCOCC1CC(=O)NC,1,3,-0.15679999999999916,4,1,3,0,0,1,31.646274000000002
C080,C#CCCC1(CCC(=O)NCCn2cnnc2CC)N=N1,CNC(=O)C(C)(C)Cc1cnn[nH]1,2,3,0.11939999999999956,5,1,3,5,0,0,28.617102000000003
C081,C#CCCC1(CCC(=O)N2CCOCC2c2c(C)nn(CC(F)(F)F)c2C)N=N1,CC(=O)N1CCOCC1c1c(C)nn(CC(F)(F)F)c1C,0,4,1.9820399999999998,8,2,2,5,0,0,41.457274000000005
C082,C#CCCC1(CCC(=O)Nc2cc(S(=O)(=O)N(CC)CC)cc(C)c2C)N=N1,CCN(CC)S(=O)(=O)c1cc(C)c(C)c(NC(C)=O)c1,1,3,2.2923400000000003,6,1,5,6,0,0,46.815445999999994
C083,C#CCCC1(CCNC(=O)C(c2ccccc2)n2sc3ccccc3c2=O)N=N1,CNC(=O)C(c1ccccc1)n1sc2ccccc2c1=O,1,4,2.3984000000000005,5,3,3,16,0,0,44.199102
C084,C#CCCC1(CCNC(=O)c2cccc(S(=O)(=O)N3CCNC(=O)C3)c2)N=N1,CNC(=O)c1cccc(S(=O)(=O)N2CCNC(=O)C2)c1,2,4,-0.8332999999999995,8,2,3,6,0,0,40.529894999999996
C085,C#CCCC1(CCNC(=O)CC23CC4CC(C2)CC(n2nnc(C)n2)(C4)C3)N=N1,CNC(=O)CC12CC3CC(C1)CC(n1nnc(C)n1)(C3)C2,1,5,1.4131199999999993,6,5,3,5,2,0,48.038239000000004
C086,C#CCCC1(CCC(=O)N2CCNC(=O)C2c2ccccc2C(F)(F)F)N=N1,CC(=O)N1CCNC(=O)C1c1ccccc1C(F)(F)F,1,2,1.7247999999999999,7,2,1,6,0,0,37.023309000000005
C087,C#CCCC1(CCNC(=O)c2nn(C)c3nc(-c4cn(C)nc4C)ccc23)N=N1,CNC(=O)c1nn(C)c2nc(-c3cn(C)nc3C)ccc12,1,6,1.0368199999999994,7,3,2,15,0,0,42.71068800000001
C088,C#CCCC1(CCC(=O)NC2CCN(S(=O)(=O)C(C)C)CC2CC)N=N1,CCC1CN(S(=O)(=O)C(C)C)CCC1NC(C)=O,1,3,0.9611999999999996,6,1,4,0,0,0,44.629032
C089,C#CCCC1(CCC(=O)N2Cc3cccnc3N3C[C@H](OCC)C[C@H]3C2)N=N1,CCO[C@@H]1C[C@H]2CN(C(C)=O)Cc3cccnc3N2C1,0,4,1.4275,5,3,2,6,0,0,45.306653000000004
C091,C#CCCC1(CCC(=O)Nc2cc(F)cc(N3C[C@@H](C)O[C@@H](C)C3)c2)N=N1,CC(=O)Nc1cc(F)cc(N2C[C@H](C)O[C@H](C)C2)c1,1,3,2.3977000000000004,5,2,2,6,0,0,41.670067
C092,C#CCCC1(CCC(=O)Nc2ccn(Cc3cccc4ccccc34)n2)N=N1,CC(=O)Nc1ccn(Cc2cccc3ccccc23)n1,1,3,3.043000000000001,4,3,3,16,0,0,42.263895000000005
C093,C#CCCC1(CCC(=O)NC[C@]2(S(C)(=O)=O)C[C@@H]2C(F)(F)F)N=N1,CC(=O)NC[C@]1(S(C)(=O)=O)C[C@@H]1C(F)(F)F,1,3,0.48810000000000003,8,1,3,0,0,0,30.158515999999995
C094,C#CCCC1(CCC(=O)NCc2ccc(C3(C(F)(F)F)N=N3)cc2)N=N1,CC(=O)NCc1ccc(C2(C(F)(F)F)N=N2)cc1,1,3,2.5036000000000005,7,2,3,6,0,0,31.80093
C095,C#CCCC1(CCC(=O)Nc2n[nH]c3c2c(-c2ccccc2)nn3C)N=N1,CC(=O)Nc1n[nH]c2c1c(-c1ccccc1)nn2C,2,4,1.9217999999999997,6,3,2,15,0,0,37.850309
C096,C#CCCC1(CCC(=O)NCC(=O)NCC2CC3CCC(C2)N3C)N=N1,CC(=O)NCC(=O)NCC1CC2CCC(C1)N2C,2,3,0.11150000000000126,5,2,4,0,0,1,43.120239000000005
C097,C#CCCC1(CCC(=O)NCCNS(=O)(=O)c2ccn(C)c2)N=N1,CC(=O)NCCNS(=O)(=O)c1ccn(C)c1,2,4,-0.5604999999999998,7,1,5,5,0,0,34.447895
C098,C#CCCC1(CCNC(=O)[C@@H]2[C@@H](c3ccncc3Cl)C2(C)C)N=N1,CNC(=O)[C@@H]1[C@@H](c2ccncc2Cl)C1(C)C,1,2,2.2206,4,2,2,6,0,0,36.303895000000004
C099,C#CCCC1(CCNC(=O)Cc2nc(-c3cccs3)oc2C)N=N1,CNC(=O)Cc1nc(-c2cccs2)oc1C,1,4,2.00002,5,2,3,10,0,0,34.065515999999995
C100,C#CCCC1(CCNC(=O)c2n[nH]c(C(F)(F)F)c2C(C)C)N=N1,CNC(=O)c1n[nH]c(C(F)(F)F)c1C(C)C,2,2,1.9115000000000002,7,1,2,5,0,0,29.614516
C101,C#CCCC1(CCC(=O)N2CC(CC)N(C(C)=O)CC2CC)N=N1,CC(=O)NC(C(=O)N1CCCCC1)C(C)C,1,2,1.1595999999999995,4,1,3,0,0,0,39.593446
C102,C#CCCC1(CCNC(=O)c2cc3c(cc2Cl)NC(=O)C3)N=N1,CNC(=O)c1cc2c(cc1Cl)NC(=O)C2,2,2,1.1942,5,2,1,6,0,0,29.585137000000003
C103,C#CCCC1(CCNC(=O)C2CCC3NC(=O)C(C)(C)C3C2)N=N1,CNC(=O)C1CCC2NC(=O)C(C)(C)C2C1,2,2,0.6732999999999993,4,2,1,0,0,0,38.25986
C104,C#CCCC1(CCC(=O)N(C)C[C@@H]2OCC[C@@H]2c2ncn[nH]2)N=N1,CC(=O)N(C)C[C@@H]1OCC[C@@H]1c1ncn[nH]1,1,4,0.15549999999999958,6,2,3,5,0,0,34.272688
C105,C#CCCC1(CCNC(=O)C2(c3cc(C)no3)CCOCC2)N=N1,CNC(=O)C1(c2cc(C)no2)CCOCC1,1,4,0.77722,5,2,2,5,0,0,34.634688000000004
C106,C#CCCC1(CCC(=O)N(C)C2(c3cccc(Cl)c3)CC2)N=N1,CC(=O)N(C)C1(c2cccc(Cl)c2)CC1,0,1,2.8074000000000012,3,2,2,6,0,0,34.537102000000004
C107,C#CCCC1(CCNC(=O)CC2CCCC(C(F)(F)F)C2)N=N1,CNC(=O)CC1CCCC(C(F)(F)F)C1,1,1,2.4912,5,1,2,0,0,0,31.841687999999998
C108,C#CCCC1(CCC(=O)N2CCC3CCC32c2cccs2)N=N1,CC(=O)N1CCC2CCC21c1cccs1,0,2,2.605600000000001,3,3,1,5,0,0,35.92389500000001
C109,C#CCCC1(CCC(=O)NCc2cnn3ccn(C)c(=O)c23)N=N1,CC(=O)NCc1cnn2ccn(C)c(=O)c12,1,5,-0.33090000000000086,6,2,2,10,0,0,31.605516000000005
C110,C#CCCC1(CCC(=O)NC(C)(C)c2cc(C(F)F)on2)N=N1,CC(=O)NC(C)(C)c1cc(C(F)F)on1,1,3,1.9834,6,1,3,5,0,0,28.759516
C111,C#CCCC1(CCNC(=O)CCn2c(C)c(C)sc2=O)N=N1,CNC(=O)CCn1c(C)c(C)sc1=O,1,4,0.6627399999999999,5,1,3,5,0,0,31.879102000000003
C112,C#CCCC1(CCNC(=O)c2ccc(Cc3ccccc3)[nH]2)N=N1,CNC(=O)c1ccc(Cc2ccccc2)[nH]1,2,1,1.9651,3,2,3,11,0,0,35.217102000000004
C113,C#CCCC1(CCC(=O)N2C[C@@H](O)[C@H](N3CCOCC3)C2)N=N1,CC(=O)N1C[C@@H](O)[C@H](N2CCOCC2)C1,1,4,-1.0897999999999985,5,2,1,0,0,1,34.20827400000001
C114,C#CCCC1(CCC(=O)N2CC3(CC(O)CNC3=O)C2)N=N1,CC(=O)N1CC2(CC(O)CNC2=O)C1,2,3,-1.2842999999999993,5,2,0,0,0,0,29.781101999999997
C115,C#CCCC1(CCC(=O)NC2CCN(CCC=C)CC2)N=N1,CC(=O)NC1CC(N(C)C)C12CCC2,1,2,0.9952999999999996,3,2,2,0,0,1,35.697860000000006
C116,C#CCCC1(CCC(=O)N2Cc3nc(C)nc(O)c3C2)N=N1,CC(=O)N1Cc2nc(C)[nH]c(=O)c2C1,1,3,-0.05957999999999991,5,2,0,6,0,0,28.078723000000004
C117,C#CCCC1(CCC(=O)N2CCN3CCCCC2C3)N=N1,CC(=O)N1CCN2CCCCC1C2,0,2,0.7029999999999996,3,2,0,0,0,1,32.604274000000004
C119,C#CCCC1(CCNC(=O)C2CCCN2S(=O)(=O)c2sc(=O)[nH]c2C)N=N1,CNC(=O)C1CCCN1S(=O)(=O)c1sc(=O)[nH]c1C,2,5,-0.35607999999999995,9,2,3,5,0,0,39.909895
C120,C#CCCC1(CCNC(=O)C(C)Oc2cc(C)cc3oc(=O)c4c(c23)CCC4)N=N1,CNC(=O)C(C)Oc1cc(C)cc2oc(=O)c3c(c12)CCC3,1,4,2.10342,5,3,3,11,0,0,46.89706700000001
C121,C#CCCC1(CCC(=O)Nc2nn(Cc3cn(CC)nc3C)cc2Cl)N=N1,CCn1cc(Cn2cc(Cl)c(NC(C)=O)n2)c(C)n1,1,5,2.0680199999999997,7,2,4,10,0,0,40.27068800000001
C122,C#CCCC1(CCNC(=O)CN2C(=O)NC(C)(c3ccc(C)cc3)C2=O)N=N1,CNC(=O)CN1C(=O)NC(C)(c2ccc(C)cc2)C1=O,2,3,0.5080199999999997,6,2,3,6,0,0,41.681481000000005
C123,C#CCCC1(CCC(=O)N2C3CCC2CC(N2CCCS2(=O)=O)C3)N=N1,CC(=O)N1C2CCC1CC(N1CCCS1(=O)=O)C2,0,3,0.5638000000000001,6,3,1,0,0,0,41.96186
C125,C#CCCC1(CCC(=O)N2CCC3(CC2)CC3CN2CCN(C)CC2)N=N1,CC(=O)N1CCC2(CC1)CC2CN1CCN(C)CC1,0,3,0.8824000000000005,4,3,2,0,0,2,48.50541100000001
C126,C#CCCC1(CCC(=O)N2CC(C)(c3nnc(C4CCOCC4)o3)C2)N=N1,CC(=O)N1CC(C)(c2nnc(C3CCOCC3)o2)C1,0,5,1.0834000000000001,6,3,2,5,0,0,41.25506700000001
C128,C#CCCC1(CCC(=O)N[C@@H]2CCCC[C@H]2NS(=O)(=O)C2CC2)N=N1,CC(=O)N[C@@H]1CCCC[C@H]1NS(=O)(=O)C1CC1,2,3,0.5155000000000001,6,2,4,0,0,0,40.20186
C129,C#CCCC1(CCC(=O)N(C)Cc2coc(-c3ccc(C#N)cc3)n2)N=N1,CC(=O)N(C)Cc1coc(-c2ccc(C#N)cc2)n1,0,4,2.19158,5,2,3,11,0,0,38.21230900000001
C130,C#CCCC1(CCC(=O)NC(c2ccc3c(c2)OCCO3)C2CC2)N=N1,CC(=O)NC(c1ccc2c(c1)OCCO2)C1CC1,1,3,2.045,4,3,3,6,0,0,39.481481
C131,C#CCCC1(CCC(=O)Nc2ccc(C3CC(=O)NC(=O)N3)cc2)N=N1,CC(=O)Nc1ccc(C2CC(=O)NC(=O)N2)cc1,3,3,0.9155999999999997,6,2,2,6,0,0,35.494309
C132,C#CCCC1(CCC(=O)N2C[C@@H](COC)[C@H](c3cnn(C)c3)C2)N=N1,CC(=O)NC1CCc2c(nc(C)n2CCO)C1,2,4,0.17721999999999954,5,2,3,5,0,0,38.693067000000006
C133,C#CCCC1(CCNC(=O)C2(COC)CCCNS2(=O)=O)N=N1,CNC(=O)C1(COC)CCCNS1(=O)=O,2,4,-1.1691999999999987,7,1,3,0,0,0,33.056688
C134,C#CCCC1(CCNC(=O)C(O)c2cc(Cl)cc(Cl)c2)N=N1,CNC(=O)C(O)c1cc(Cl)cc(Cl)c1,2,2,1.7727999999999997,5,1,2,6,0,0,28.905137000000003
C135,C#CCCC1(CCNC(=O)C(O)(c2ccccc2)C(F)(F)F)N=N1,CNC(=O)C(O)(c1ccccc1)C(F)(F)F,2,2,1.1824999999999999,6,1,2,6,0,0,28.642929999999996
C136,C#CCCC1(CCNC(=O)Cc2cc(S(N)(=O)=O)cn2C)N=N1,CNC(=O)Cc1cc(S(N)(=O)=O)cn1C,2,4,-1.038999999999999,7,1,3,5,0,0,31.354308999999997
C137,C#CCCC1(CCC(=O)N2CCCC23CCCS(=N)(=O)C3)N=N1,CC(=O)N1CCCC12CCCS(=N)(=O)C2,1,3,1.20807,5,2,0,0,0,0,36.306274
C138,C#CCCC1(CCNC(=O)c2cc3n(n2)CCNS3(=O)=O)N=N1,CNC(=O)c1cc2n(n1)CCNS2(=O)=O,2,5,-1.4653999999999996,8,2,1,5,0,0,28.69393
C139,C#CCCC1(CCC(=O)NCCc2cnc3ccc(C)cc3c2)N=N1,CC(=O)N1CCCn2c(cc3ccccc32)C1,0,2,2.3935000000000004,3,3,0,10,0,0,38.310688000000006
C140,C#CCCC1(CCC(=O)N2CC(OCc3ccccc3F)C2)N=N1,CC(=O)N1CC(OCc2ccccc2F)C1,0,2,1.573,4,2,3,6,0,0,33.716102
C141,C#CCCC1(CCC(=O)NCC2(C(F)(F)F)CCCCC2)N=N1,CC(=O)NCC1(C(F)(F)F)CCCCC1,1,1,2.635300000000001,5,1,2,0,0,0,31.841688000000005
C142,C#CCCC1(CCNC(=O)c2ccnc(OC3CCOC3)c2)N=N1,CNC(=O)c1ccnc(OC2CCOC2)c1,1,4,0.6089,5,2,3,6,0,0,33.301102
C143,C#CCCC1(CCNC(=O)C2C3Cc4c(Cl)cccc4C32)N=N1,CNC(=O)C1C2Cc3c(Cl)cccc3C21,1,1,1.9716999999999998,3,3,1,6,0,0,33.20351600000001
C144,C#CCCC1(CCNC(=O)c2ncsc2S(N)(=O)=O)N=N1,CNC(=O)c1ncsc1S(N)(=O)=O,2,5,-0.8498999999999999,8,1,2,5,0,0,24.973551
C145,C#CCCC1(CCC(=O)Nc2cc(-n3ccnn3)ccc2F)N=N1,CC(=O)Nc1cc(-n2ccnn2)ccc1F,1,4,1.3647999999999998,6,2,2,11,0,0,29.360137
C146,C#CCCC1(CCC(=O)N2CCO[C@@H]3CS(=O)(=O)C[C@@H]32)N=N1,CC(=O)N1CCO[C@@H]2CS(=O)(=O)C[C@@H]21,0,4,-0.9692999999999989,6,2,0,0,0,0,29.956309
C147,C#CCCC1(CCNC(=O)C2CCCc3cc(C#N)ccc32)N=N1,CNC(=O)C1CCCc2cc(C#N)ccc21,1,2,1.72418,3,2,1,6,0,0,35.217102000000004
